정책단위사업,정책단위사업.1,평균금액
정책사업,단위사업,
인적자원 운용,인적자원 운용,274515750.0
,교직원보수,191274609.375
,기타 교직원 보수,63098046.875
,교직원 복지 및 역량강화,20143093.75
학생복지/교육격차 해소,학생복지/교육격차 해소,391877453.125
,급식 관리,315010250.0
,기숙사 관리,23164078.125
,보건관리,28349015.625
,교육격차 해소,487359.375
,학생복지,24866750.0
기본적 교육활동,기본적 교육활동,124953906.25
,교과 활동,69603218.75
,창의적 체험활동,53587718.75
,자유학기(년) 활동,1762968.75
선택적 교육활동,선택적 교육활동,135105796.875
,방과후학교 운영,92939062.5
,직업교육,0.0
,국제교육,460937.5
,독서활동,17948718.75
,교기육성,20071328.125
,기타 선택적 교육활동,3685750.0
교육활동 지원,교육활동 지원,72177843.75
,교무업무 운영,24936000.0
,생활지도 운영,12029468.75
,연구학교 운영,5370937.5
,학습지원실 운영,18764468.75
,교육여건 개선,11076968.75
학교 일반운영,학교 일반운영,223057468.75
,학교기관운영,65636781.25
,시설 장비 유지,154130984.375
,학교운영 협력,3289703.125
학교시설 확충,학교시설 확충,5506421.875
,시설확충 및 개선,5506421.875
학교 재무활동,학교 재무활동,1681359.375
,반환금,396812.5
,예비비,1284546.875
세출합계,세출합계,1228876000.0
