정책단위사업,정책단위사업.1,평균금액
정책사업,단위사업,
인적자원 운용,인적자원 운용,435638632.5
,교직원보수,292269172.5
,기타 교직원 보수,97612525.625
,교직원 복지 및 역량강화,45756934.375
학생복지/교육격차 해소,학생복지/교육격차 해소,800762696.875
,급식 관리,663516698.125
,기숙사 관리,0.0
,보건관리,76368182.5
,교육격차 해소,3436692.5
,학생복지,57441123.75
기본적 교육활동,기본적 교육활동,272718846.875
,교과 활동,223202901.25
,창의적 체험활동,43391524.375
,자유학기(년) 활동,6124421.25
선택적 교육활동,선택적 교육활동,158752998.75
,방과후학교 운영,83695431.25
,직업교육,0.0
,국제교육,0.0
,독서활동,20768690.0
,교기육성,47026404.375
,기타 선택적 교육활동,7262473.125
교육활동 지원,교육활동 지원,166369924.375
,교무업무 운영,18054692.5
,생활지도 운영,20378661.25
,연구학교 운영,5764213.125
,학습지원실 운영,37166365.0
,교육여건 개선,85005992.5
학교 일반운영,학교 일반운영,310046288.125
,학교기관운영,90314632.5
,시설 장비 유지,217503118.75
,학교운영 협력,2228536.875
학교시설 확충,학교시설 확충,119105787.5
,시설확충 및 개선,119105787.5
학교 재무활동,학교 재무활동,2491093.75
,반환금,2491093.75
,예비비,0.0
세출합계,세출합계,2265886268.75
