정책단위사업,정책단위사업.1,평균금액
정책사업,단위사업,
인적자원 운용,인적자원 운용,16797500.0
,교직원보수,0.0
,기타 교직원 보수,3530000.0
,교직원 복지 및 역량강화,13267500.0
학생복지/교육격차 해소,학생복지/교육격차 해소,304756750.0
,급식 관리,204102250.0
,기숙사 관리,0.0
,보건관리,28051500.0
,교육격차 해소,0.0
,학생복지,72603000.0
기본적 교육활동,기본적 교육활동,93085000.0
,교과 활동,46884250.0
,창의적 체험활동,46200750.0
,자유학기(년) 활동,0.0
선택적 교육활동,선택적 교육활동,82570500.0
,방과후학교 운영,67579000.0
,직업교육,0.0
,국제교육,0.0
,독서활동,10984000.0
,교기육성,3460000.0
,기타 선택적 교육활동,547500.0
교육활동 지원,교육활동 지원,42251750.0
,교무업무 운영,7283750.0
,생활지도 운영,15764750.0
,연구학교 운영,3750000.0
,학습지원실 운영,8703250.0
,교육여건 개선,6750000.0
학교 일반운영,학교 일반운영,154405000.0
,학교기관운영,48332250.0
,시설 장비 유지,101397750.0
,학교운영 협력,4675000.0
학교시설 확충,학교시설 확충,0.0
,시설확충 및 개선,0.0
학교 재무활동,학교 재무활동,2627500.0
,반환금,2500.0
,예비비,2625000.0
세출합계,세출합계,696494000.0
