정책단위사업,정책단위사업.1,평균금액
정책사업,단위사업,
인적자원 운용,인적자원 운용,46325000.0
,교직원보수,0.0
,기타 교직원 보수,40273333.333333336
,교직원 복지 및 역량강화,6051666.666666667
학생복지/교육격차 해소,학생복지/교육격차 해소,1029907666.6666666
,급식 관리,903223666.6666666
,기숙사 관리,0.0
,보건관리,71032000.0
,교육격차 해소,0.0
,학생복지,55652000.0
기본적 교육활동,기본적 교육활동,292218666.6666667
,교과 활동,151286000.0
,창의적 체험활동,131432666.66666667
,자유학기(년) 활동,9500000.0
선택적 교육활동,선택적 교육활동,434784333.3333333
,방과후학교 운영,278347666.6666667
,직업교육,0.0
,국제교육,0.0
,독서활동,41737666.666666664
,교기육성,76685666.66666667
,기타 선택적 교육활동,38013333.333333336
교육활동 지원,교육활동 지원,148722000.0
,교무업무 운영,65527333.333333336
,생활지도 운영,26934333.333333332
,연구학교 운영,3333333.3333333335
,학습지원실 운영,41850333.333333336
,교육여건 개선,11076666.666666666
학교 일반운영,학교 일반운영,246437333.33333334
,학교기관운영,105450666.66666667
,시설 장비 유지,136260000.0
,학교운영 협력,4726666.666666667
학교시설 확충,학교시설 확충,0.0
,시설확충 및 개선,0.0
학교 재무활동,학교 재무활동,4666666.666666667
,반환금,0.0
,예비비,4666666.666666667
세출합계,세출합계,2203061666.6666665
