정책단위사업,정책단위사업.1,평균금액
정책사업,단위사업,
인적자원 운용,인적자원 운용,3463333.3333333335
,교직원보수,0.0
,기타 교직원 보수,66666.66666666667
,교직원 복지 및 역량강화,3396666.6666666665
학생복지/교육격차 해소,학생복지/교육격차 해소,64014666.666666664
,급식 관리,41402333.333333336
,기숙사 관리,0.0
,보건관리,17350666.666666668
,교육격차 해소,0.0
,학생복지,5261666.666666667
기본적 교육활동,기본적 교육활동,53970000.0
,교과 활동,32687333.333333332
,창의적 체험활동,21282666.666666668
,자유학기(년) 활동,0.0
선택적 교육활동,선택적 교육활동,41263333.333333336
,방과후학교 운영,29866666.666666668
,직업교육,0.0
,국제교육,0.0
,독서활동,8485000.0
,교기육성,321666.6666666667
,기타 선택적 교육활동,2590000.0
교육활동 지원,교육활동 지원,18588000.0
,교무업무 운영,5934666.666666667
,생활지도 운영,813333.3333333334
,연구학교 운영,0.0
,학습지원실 운영,3673333.3333333335
,교육여건 개선,8166666.666666667
학교 일반운영,학교 일반운영,118524333.33333333
,학교기관운영,38049333.333333336
,시설 장비 유지,76288333.33333333
,학교운영 협력,4186666.6666666665
학교시설 확충,학교시설 확충,2003666.6666666667
,시설확충 및 개선,2003666.6666666667
학교 재무활동,학교 재무활동,0.0
,반환금,0.0
,예비비,0.0
세출합계,세출합계,301827333.3333333
