정책단위사업,정책단위사업.1,평균금액
정책사업,단위사업,
인적자원 운용,인적자원 운용,18860751.0
,교직원보수,0.0
,기타 교직원 보수,14670660.0
,교직원 복지 및 역량강화,4190091.0
학생복지/교육격차 해소,학생복지/교육격차 해소,339758730.0
,급식 관리,281031887.5
,기숙사 관리,0.0
,보건관리,42221500.0
,교육격차 해소,319000.0
,학생복지,16186342.5
기본적 교육활동,기본적 교육활동,224756955.0
,교과 활동,167065867.5
,창의적 체험활동,46451467.5
,자유학기(년) 활동,11239620.0
선택적 교육활동,선택적 교육활동,169990880.0
,방과후학교 운영,120658895.0
,직업교육,0.0
,국제교육,2994940.0
,독서활동,22997190.0
,교기육성,21980097.5
,기타 선택적 교육활동,1359757.5
교육활동 지원,교육활동 지원,271771827.5
,교무업무 운영,10143335.0
,생활지도 운영,19201860.0
,연구학교 운영,26335025.0
,학습지원실 운영,15460282.5
,교육여건 개선,200631325.0
학교 일반운영,학교 일반운영,230623307.5
,학교기관운영,77268110.0
,시설 장비 유지,149661540.0
,학교운영 협력,3693657.5
학교시설 확충,학교시설 확충,146316905.0
,시설확충 및 개선,146316905.0
학교 재무활동,학교 재무활동,16818662.5
,반환금,16818662.5
,예비비,0.0
세출합계,세출합계,1418898018.5
