정책단위사업,정책단위사업.1,평균금액
정책사업,단위사업,
인적자원 운용,인적자원 운용,15513790.0
,교직원보수,0.0
,기타 교직원 보수,1752962.5
,교직원 복지 및 역량강화,13760827.5
학생복지/교육격차 해소,학생복지/교육격차 해소,345354590.0
,급식 관리,241535620.0
,기숙사 관리,0.0
,보건관리,42251680.0
,교육격차 해소,587500.0
,학생복지,60979790.0
기본적 교육활동,기본적 교육활동,187769909.0
,교과 활동,116571682.0
,창의적 체험활동,69950112.0
,자유학기(년) 활동,1248115.0
선택적 교육활동,선택적 교육활동,140654270.0
,방과후학교 운영,100856222.5
,직업교육,0.0
,국제교육,0.0
,독서활동,13507702.5
,교기육성,10242102.5
,기타 선택적 교육활동,16048242.5
교육활동 지원,교육활동 지원,128759527.5
,교무업무 운영,6958385.0
,생활지도 운영,18137375.0
,연구학교 운영,24620850.0
,학습지원실 운영,11312540.0
,교육여건 개선,67730377.5
학교 일반운영,학교 일반운영,186587052.25
,학교기관운영,45746488.75
,시설 장비 유지,138269991.0
,학교운영 협력,2570572.5
학교시설 확충,학교시설 확충,3750000.0
,시설확충 및 개선,3750000.0
학교 재무활동,학교 재무활동,235850.0
,반환금,235850.0
,예비비,0.0
세출합계,세출합계,1008624988.75
