정책단위사업,정책단위사업.1,평균금액
정책사업,단위사업,
인적자원 운용,인적자원 운용,293698602.09375
,교직원보수,190125820.3125
,기타 교직원 보수,76234846.5625
,교직원 복지 및 역량강화,27337935.21875
학생복지/교육격차 해소,학생복지/교육격차 해소,606080097.96875
,급식 관리,466542053.890625
,기숙사 관리,22112143.75
,보건관리,60589309.0625
,교육격차 해소,5497580.484375
,학생복지,51339010.78125
기본적 교육활동,기본적 교육활동,266717584.875
,교과 활동,198666223.5625
,창의적 체험활동,63776596.3125
,자유학기(년) 활동,4274765.0
선택적 교육활동,선택적 교육활동,224195844.734375
,방과후학교 운영,144208363.28125
,직업교육,0.0
,국제교육,377598.765625
,독서활동,24932199.6875
,교기육성,40101611.25
,기타 선택적 교육활동,14576071.75
교육활동 지원,교육활동 지원,233983760.984375
,교무업무 운영,34653340.34375
,생활지도 운영,28231404.015625
,연구학교 운영,14453449.8125
,학습지원실 운영,30820871.96875
,교육여건 개선,125824694.84375
학교 일반운영,학교 일반운영,291199276.96875
,학교기관운영,85240174.484375
,시설 장비 유지,202309755.609375
,학교운영 협력,3649346.875
학교시설 확충,학교시설 확충,56482700.46875
,시설확충 및 개선,56482700.46875
학교 재무활동,학교 재무활동,7807367.03125
,반환금,7805804.53125
,예비비,1562.5
세출합계,세출합계,1980165235.125
