정책단위사업,정책단위사업.1,평균금액
정책사업,단위사업,
인적자원 운용,인적자원 운용,410172581.875
,교직원보수,259015230.625
,기타 교직원 보수,105278446.25
,교직원 복지 및 역량강화,45878905.0
학생복지/교육격차 해소,학생복지/교육격차 해소,818484436.875
,급식 관리,705257771.25
,기숙사 관리,0.0
,보건관리,47625771.25
,교육격차 해소,3705584.375
,학생복지,61895310.0
기본적 교육활동,기본적 교육활동,315798372.8125
,교과 활동,239789666.25
,창의적 체험활동,70186581.5625
,자유학기(년) 활동,5822125.0
선택적 교육활동,선택적 교육활동,182125085.625
,방과후학교 운영,104395438.75
,직업교육,0.0
,국제교육,0.0
,독서활동,22119721.25
,교기육성,50661308.75
,기타 선택적 교육활동,4948616.875
교육활동 지원,교육활동 지원,172737881.875
,교무업무 운영,20036375.625
,생활지도 운영,24412557.5
,연구학교 운영,4520461.25
,학습지원실 운영,29800843.75
,교육여건 개선,93967643.75
학교 일반운영,학교 일반운영,362548484.9375
,학교기관운영,104770158.75
,시설 장비 유지,253767911.1875
,학교운영 협력,4010415.0
학교시설 확충,학교시설 확충,318030421.25
,시설확충 및 개선,318030421.25
학교 재무활동,학교 재무활동,7461146.25
,반환금,7461146.25
,예비비,0.0
세출합계,세출합계,2587358411.5
