정책단위사업,정책단위사업.1,평균금액
정책사업,단위사업,
인적자원 운용,인적자원 운용,427790312.5
,교직원보수,305855312.5
,기타 교직원 보수,68758250.0
,교직원 복지 및 역량강화,53176750.0
학생복지/교육격차 해소,학생복지/교육격차 해소,516631437.5
,급식 관리,470753000.0
,기숙사 관리,0.0
,보건관리,34771062.5
,교육격차 해소,0.0
,학생복지,11107375.0
기본적 교육활동,기본적 교육활동,129210687.5
,교과 활동,71456125.0
,창의적 체험활동,56648312.5
,자유학기(년) 활동,1106250.0
선택적 교육활동,선택적 교육활동,152610187.5
,방과후학교 운영,89178125.0
,직업교육,0.0
,국제교육,0.0
,독서활동,24460812.5
,교기육성,38883750.0
,기타 선택적 교육활동,87500.0
교육활동 지원,교육활동 지원,87465937.5
,교무업무 운영,53845250.0
,생활지도 운영,7485062.5
,연구학교 운영,0.0
,학습지원실 운영,22168375.0
,교육여건 개선,3967250.0
학교 일반운영,학교 일반운영,317079062.5
,학교기관운영,133208375.0
,시설 장비 유지,181332562.5
,학교운영 협력,2538125.0
학교시설 확충,학교시설 확충,1375000.0
,시설확충 및 개선,1375000.0
학교 재무활동,학교 재무활동,350000.0
,반환금,337500.0
,예비비,12500.0
세출합계,세출합계,1632512625.0
