정책단위사업,정책단위사업.1,평균금액
정책사업,단위사업,
인적자원 운용,인적자원 운용,53492303.333333336
,교직원보수,0.0
,기타 교직원 보수,32294520.0
,교직원 복지 및 역량강화,21197783.333333332
학생복지/교육격차 해소,학생복지/교육격차 해소,809364466.6666666
,급식 관리,647101173.3333334
,기숙사 관리,0.0
,보건관리,99925350.0
,교육격차 해소,13939233.333333334
,학생복지,48398710.0
기본적 교육활동,기본적 교육활동,495763010.0
,교과 활동,382749506.6666667
,창의적 체험활동,108346836.66666667
,자유학기(년) 활동,4666666.666666667
선택적 교육활동,선택적 교육활동,441818956.6666667
,방과후학교 운영,320218816.6666667
,직업교육,0.0
,국제교육,0.0
,독서활동,32970050.0
,교기육성,83511620.0
,기타 선택적 교육활동,5118470.0
교육활동 지원,교육활동 지원,425027470.0
,교무업무 운영,87172690.0
,생활지도 운영,20251533.333333332
,연구학교 운영,12967093.333333334
,학습지원실 운영,39241710.0
,교육여건 개선,265394443.33333334
학교 일반운영,학교 일반운영,302362480.0
,학교기관운영,99516233.33333333
,시설 장비 유지,199849370.0
,학교운영 협력,2996876.6666666665
학교시설 확충,학교시설 확충,0.0
,시설확충 및 개선,0.0
학교 재무활동,학교 재무활동,29961713.333333332
,반환금,29961713.333333332
,예비비,0.0
세출합계,세출합계,2557790400.0
