정책단위사업,정책단위사업.1,평균금액
정책사업,단위사업,
인적자원 운용,인적자원 운용,15815512.5
,교직원보수,0.0
,기타 교직원 보수,1186742.5
,교직원 복지 및 역량강화,14628770.0
학생복지/교육격차 해소,학생복지/교육격차 해소,384669910.0
,급식 관리,283533395.0
,기숙사 관리,0.0
,보건관리,26666730.0
,교육격차 해소,906750.0
,학생복지,73563035.0
기본적 교육활동,기본적 교육활동,232022288.5
,교과 활동,135031191.0
,창의적 체험활동,94493132.5
,자유학기(년) 활동,2497965.0
선택적 교육활동,선택적 교육활동,151050427.5
,방과후학교 운영,106944752.5
,직업교육,0.0
,국제교육,0.0
,독서활동,16928590.0
,교기육성,11413392.5
,기타 선택적 교육활동,15763692.5
교육활동 지원,교육활동 지원,124734302.5
,교무업무 운영,7477492.5
,생활지도 운영,20826282.5
,연구학교 운영,4244767.5
,학습지원실 운영,17832875.0
,교육여건 개선,74352885.0
학교 일반운영,학교 일반운영,220566672.5
,학교기관운영,58052312.5
,시설 장비 유지,159626512.5
,학교운영 협력,2887847.5
학교시설 확충,학교시설 확충,0.0
,시설확충 및 개선,0.0
학교 재무활동,학교 재무활동,0.0
,반환금,0.0
,예비비,0.0
세출합계,세출합계,1128859113.5
