정책단위사업,정책단위사업.1,평균금액
정책사업,단위사업,
인적자원 운용,인적자원 운용,19165985.0
,교직원보수,0.0
,기타 교직원 보수,14912232.5
,교직원 복지 및 역량강화,4253752.5
학생복지/교육격차 해소,학생복지/교육격차 해소,334398864.75
,급식 관리,283863655.0
,기숙사 관리,0.0
,보건관리,26123792.5
,교육격차 해소,400000.0
,학생복지,24011417.25
기본적 교육활동,기본적 교육활동,198545982.5
,교과 활동,152331697.5
,창의적 체험활동,37464285.0
,자유학기(년) 활동,8750000.0
선택적 교육활동,선택적 교육활동,180788492.5
,방과후학교 운영,136183125.0
,직업교육,0.0
,국제교육,0.0
,독서활동,20230062.5
,교기육성,23375480.0
,기타 선택적 교육활동,999825.0
교육활동 지원,교육활동 지원,126252770.0
,교무업무 운영,10028155.0
,생활지도 운영,15183267.5
,연구학교 운영,26489327.5
,학습지원실 운영,11946102.5
,교육여건 개선,62605917.5
학교 일반운영,학교 일반운영,202344760.0
,학교기관운영,61666995.0
,시설 장비 유지,138297365.0
,학교운영 협력,2380400.0
학교시설 확충,학교시설 확충,85562252.5
,시설확충 및 개선,85562252.5
학교 재무활동,학교 재무활동,9662000.0
,반환금,9662000.0
,예비비,0.0
세출합계,세출합계,1156721107.25
