정책단위사업,정책단위사업.1,평균금액
정책사업,단위사업,
인적자원 운용,인적자원 운용,16038720.0
,교직원보수,0.0
,기타 교직원 보수,13749720.0
,교직원 복지 및 역량강화,2289000.0
학생복지/교육격차 해소,학생복지/교육격차 해소,604656700.0
,급식 관리,398798570.0
,기숙사 관리,0.0
,보건관리,105235760.0
,교육격차 해소,31652600.0
,학생복지,68969770.0
기본적 교육활동,기본적 교육활동,293095110.0
,교과 활동,246849990.0
,창의적 체험활동,46245120.0
,자유학기(년) 활동,0.0
선택적 교육활동,선택적 교육활동,258014995.0
,방과후학교 운영,169261305.0
,직업교육,0.0
,국제교육,0.0
,독서활동,32593760.0
,교기육성,34167460.0
,기타 선택적 교육활동,21992470.0
교육활동 지원,교육활동 지원,251407670.0
,교무업무 운영,7815390.0
,생활지도 운영,33027730.0
,연구학교 운영,0.0
,학습지원실 운영,87712850.0
,교육여건 개선,122851700.0
학교 일반운영,학교 일반운영,209349240.0
,학교기관운영,50893140.0
,시설 장비 유지,157435660.0
,학교운영 협력,1020440.0
학교시설 확충,학교시설 확충,69392650.0
,시설확충 및 개선,69392650.0
학교 재무활동,학교 재무활동,22759080.0
,반환금,22759080.0
,예비비,0.0
세출합계,세출합계,1724714165.0
