정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,52025380
,교직원보수,0
,기타 교직원 보수,49221380
,교직원 복지 및 역량강화,2804000
학생복지/교육격차 해소,학생복지/교육격차 해소,962415710
,급식 관리,703667090
,기숙사 관리,0
,보건관리,90459640
,교육격차 해소,0
,학생복지,168288980
기본적 교육활동,기본적 교육활동,168500850
,교과 활동,133118040
,창의적 체험활동,35382810
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,462410640
,방과후학교 운영,9353500
,직업교육,0
,국제교육,0
,독서활동,39855390
,교기육성,412301750
,기타 선택적 교육활동,900000
교육활동 지원,교육활동 지원,241792150
,교무업무 운영,37969010
,생활지도 운영,17239630
,연구학교 운영,48994650
,학습지원실 운영,36426950
,교육여건 개선,101161910
학교 일반운영,학교 일반운영,471371780
,학교기관운영,216395490
,시설 장비 유지,251841040
,학교운영 협력,3135250
학교시설 확충,학교시설 확충,232909700
,시설확충 및 개선,232909700
학교 재무활동,학교 재무활동,0
,반환금,0
,예비비,0
세출합계,세출합계,2591426210
