정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,108026180
,교직원보수,0
,기타 교직원 보수,0
,교직원 복지 및 역량강화,108026180
학생복지/교육격차 해소,학생복지/교육격차 해소,1109506760
,급식 관리,955539070
,기숙사 관리,0
,보건관리,75879090
,교육격차 해소,0
,학생복지,78088600
기본적 교육활동,기본적 교육활동,304887590
,교과 활동,239040880
,창의적 체험활동,65846710
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,23561310
,방과후학교 운영,0
,직업교육,0
,국제교육,0
,독서활동,23041310
,교기육성,0
,기타 선택적 교육활동,520000
교육활동 지원,교육활동 지원,348674180
,교무업무 운영,81443050
,생활지도 운영,9609640
,연구학교 운영,0
,학습지원실 운영,17006680
,교육여건 개선,240614810
학교 일반운영,학교 일반운영,327076130
,학교기관운영,96230410
,시설 장비 유지,226170990
,학교운영 협력,4674730
학교시설 확충,학교시설 확충,71411270
,시설확충 및 개선,71411270
학교 재무활동,학교 재무활동,0
,반환금,0
,예비비,0
세출합계,세출합계,2293143420
