정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,52663030
,교직원보수,0
,기타 교직원 보수,47888000
,교직원 복지 및 역량강화,4775030
학생복지/교육격차 해소,학생복지/교육격차 해소,1032098810
,급식 관리,806556520
,기숙사 관리,0
,보건관리,122460360
,교육격차 해소,0
,학생복지,103081930
기본적 교육활동,기본적 교육활동,239430060
,교과 활동,201134550
,창의적 체험활동,38295510
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,423087300
,방과후학교 운영,0
,직업교육,0
,국제교육,0
,독서활동,33690020
,교기육성,388697280
,기타 선택적 교육활동,700000
교육활동 지원,교육활동 지원,177624540
,교무업무 운영,34432510
,생활지도 운영,16945520
,연구학교 운영,0
,학습지원실 운영,38635540
,교육여건 개선,87610970
학교 일반운영,학교 일반운영,487089380
,학교기관운영,216663610
,시설 장비 유지,265621630
,학교운영 협력,4804140
학교시설 확충,학교시설 확충,0
,시설확충 및 개선,0
학교 재무활동,학교 재무활동,43290
,반환금,43290
,예비비,0
세출합계,세출합계,2412036410
