파일명,정부이전수입,기타이전수입,학부모부담수입,미사용,행정활동수입,기타,학교급
충청북도교육청_사립_초등_예산_세입_2024.csv,559605000,1000000,6081537000,0,37588000,183963000,초등
충청북도교육청_사립_초등_예산_세입_2022.csv,454907000,1000000,4874977000,0,13150000,150000000,초등
충청북도교육청_사립_초등_예산_세입_2023.csv,489994000,1000000,5656886000,0,18511000,156672000,초등
충청북도교육청_사립_고등_예산_세입_2024.csv,123911504000,1144362000,10443960000,0,578580000,1087203000,고등
충청북도교육청_사립_중등_예산_세입_2022.csv,52171993000,851401000,1809212000,0,99777000,473530000,중등
충청북도교육청_사립_중등_예산_세입_2023.csv,54336005000,853770000,1499274000,0,121178000,444492000,중등
충청북도교육청_사립_고등_예산_세입_2022.csv,107644366000,1010995000,10780482000,0,240031000,682112000,고등
충청북도교육청_사립_중등_예산_세입_2024.csv,54851381000,1167458000,1669112000,0,169572000,473364000,중등
충청북도교육청_사립_고등_예산_세입_2023.csv,120014655000,1069116000,10144144000,0,342271000,936216000,고등
초등_합계,1504506000,3000000,16613400000,0,69249000,490635000,초등
고등_합계,351570525000,3224473000,31368586000,0,1160882000,2705531000,고등
중등_합계,161359379000,2872629000,4977598000,0,390527000,1391386000,중등
2024_합계,179322490000,2312820000,18194609000,0,785740000,1744530000,전체
2022_합계,160271266000,1863396000,17464671000,0,352958000,1305642000,전체
2023_합계,174840654000,1923886000,17300304000,0,481960000,1537380000,전체
