SCHUL_CRSE_SC_VALUE_NM,FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,SCHUL_CRSE_SC_VALUE,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,AMT8,PBAN_EXCP_YN,AMT7,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,YESAN_PER_HEAD,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,HS_KND_SC_NM,BNHH_YN,SCHUL_NM,PBAN_EXCP_RSN
고,사립,4,대구광역시 북구,4.0,대구광역시교육청,대구광역시교육청,D100000001,0,N,481994090,복식부기,결산세출,848607094,73203840,149496240,622899475,1171219476,S030000243,5498626480,11857971.4,D100000001,3,일반고등학교,N,강북고등학교,
,사립,4,대구광역시 북구,,대구광역시교육청,대구광역시교육청,D100000001,69114930,N,89161000,복식부기,결산세출,385618331,335664950,167582050,515183020,903943040,S030000245,5733360010,13620643.4,D100000001,3,일반고등학교,N,경명여자고등학교,
,사립,4,대구광역시 중구,,대구광역시교육청,대구광역시교육청,D100000001,51019330,N,164981771,미지정,결산세출,538920630,911107495,426890628,2104610007,811374610,S030000248,6581069250,16187114.1,D100000001,3,특성화고등학교,N,경북공업고등학교,
고,사립,4,대구광역시 남구,4.0,대구광역시교육청,대구광역시교육청,D100000001,8116400,N,123697420,복식부기,결산세출,350178114,211747075,805680760,485385580,611937410,S030000255,4805156340,14893157.1,D100000001,3,특성화고등학교,N,경북여자상업고등학교,
,사립,4,대구광역시 남구,,대구광역시교육청,대구광역시교육청,D100000001,0,N,9570000,미지정,결산세출,787987624,300269192,1494334270,955259492,2272767050,S030000256,5852751880,9536715.3,D100000001,3,특수목적고등학교,N,경북예술고등학교,
,사립,4,대구광역시 북구,,대구광역시교육청,대구광역시교육청,D100000001,0,N,18316140,미지정,결산세출,453561990,340361830,118346150,592363136,1511056170,S030000257,5893918240,14307570.0,D100000001,3,일반고등학교,N,경상고등학교,
,사립,4,대구광역시 남구,,대구광역시교육청,대구광역시교육청,D100000001,66898260,N,59508640,복식부기,결산세출,912693002,181019345,1980900440,647901570,916684339,S030000258,8395704690,15668226.5,D100000001,3,특성화고등학교,N,경상공업고등학교,
고,사립,4,대구광역시 북구,4.0,대구광역시교육청,대구광역시교육청,D100000001,1826450,N,30284000,복식부기,결산세출,490623721,2195190380,274840860,706777609,1395382860,S030000260,6774168038,18691486.5,D100000001,3,일반고등학교,N,경상여자고등학교,
고,사립,4,대구광역시 수성구,4.0,대구광역시교육청,대구광역시교육청,D100000001,24480820,N,0,복식부기,결산세출,409145422,1450149590,177311600,305246232,1095317190,S030000262,4708270700,13918094.6,D100000001,3,일반고등학교,N,경신고등학교,
,사립,4,대구광역시 달서구,,대구광역시교육청,대구광역시교육청,D100000001,0,N,0,미지정,결산세출,609920184,2298047000,1013788940,620604070,1972395880,S030000265,6862126740,15868188.4,D100000001,3,일반고등학교,N,경원고등학교,
