FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,PBAN_EXCP_YN,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,BNHH_YN,SCHUL_NM,SCHUL_CRSE_SC_VALUE_NM,SCHUL_CRSE_SC_VALUE
사립,3,대구광역시 남구,대구광역시남부교육지원청,대구광역시교육청,D100000117,N,복식부기,예산세입,3000000,5419000,0,103554000,35000000,S030000367,4138821000,D100000001,3,N,경일여자중학교,중,3.0
사립,3,대구광역시 달서구,대구광역시남부교육지원청,대구광역시교육청,D100000117,N,복식부기,예산세입,5000000,16950000,0,30519000,3000000,S030000369,2203428000,D100000001,3,N,경암중학교,,
사립,3,대구광역시 달서구,대구광역시남부교육지원청,대구광역시교육청,D100000117,N,복식부기,예산세입,4000000,5170000,0,55511000,11000000,S030000371,2173892000,D100000001,3,N,구남중학교,,
사립,3,대구광역시 달서구,대구광역시남부교육지원청,대구광역시교육청,D100000117,N,복식부기,예산세입,7500000,6000000,0,152705000,4000000,S030000373,4394177000,D100000001,3,N,대건중학교,중,3.0
사립,3,대구광역시 달서구,대구광역시남부교육지원청,대구광역시교육청,D100000117,N,복식부기,예산세입,6000000,17860000,0,77960000,300500000,S030000383,2906624000,D100000001,3,N,상서중학교,,
사립,3,대구광역시 달서구,대구광역시남부교육지원청,대구광역시교육청,D100000117,N,복식부기,예산세입,5000000,8450000,0,54133000,1756000,S030000390,2680020000,D100000001,3,N,송현여자중학교,,
사립,3,대구광역시 달성군,대구광역시달성교육지원청,대구광역시교육청,D100000143,N,복식부기,예산세입,5000000,11100000,0,150980000,10000000,S030000392,3201445000,D100000001,3,N,심인중학교,,
사립,3,대구광역시 달서구,대구광역시남부교육지원청,대구광역시교육청,D100000117,N,복식부기,예산세입,10000000,78600000,0,203612000,10000000,S030000393,5321272000,D100000001,3,N,영남중학교,중,3.0
사립,3,대구광역시 달서구,대구광역시남부교육지원청,대구광역시교육청,D100000117,N,복식부기,예산세입,8200000,14350000,0,53178000,300000,S030000396,3438660000,D100000001,3,N,원화중학교,중,3.0
사립,3,대구광역시 남구,대구광역시남부교육지원청,대구광역시교육청,D100000117,N,복식부기,예산세입,2500000,7845000,0,585453000,39000000,S030000403,3763553000,D100000001,3,N,협성경복중학교,,
