SCHUL_CRSE_SC_VALUE_NM,FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,SCHUL_CRSE_SC_VALUE,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,AMT8,PBAN_EXCP_YN,AMT7,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,YESAN_PER_HEAD,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,HS_KND_SC_NM,BNHH_YN,SCHUL_NM,PBAN_EXCP_RSN
고,사립,4,대구광역시 북구,4.0,대구광역시교육청,대구광역시교육청,D100000001,1000000,N,70419000,복식부기,예산세출,388110000,76331000,118633000,285774000,271798000,S030000243,5611330000,9245792.7,D100000001,3,일반고등학교,N,강북고등학교,
,사립,4,대구광역시 북구,,대구광역시교육청,대구광역시교육청,D100000001,0,N,0,복식부기,예산세출,360491000,88402000,109348000,277767000,293710000,S030000245,5451120000,11365868.7,D100000001,3,일반고등학교,N,경명여자고등학교,
,사립,4,대구광역시 중구,,대구광역시교육청,대구광역시교육청,D100000001,10000000,N,36565000,복식부기,예산세출,421429000,83425000,70172000,298705000,54077000,S030000248,6670056000,10951904.0,D100000001,3,특성화고등학교,N,경북공업고등학교,
고,사립,4,대구광역시 남구,4.0,대구광역시교육청,대구광역시교육청,D100000001,5000000,N,110000000,복식부기,예산세출,275870000,90378000,16500000,182417000,76021000,S030000255,4639266000,10834241.0,D100000001,3,특성화고등학교,N,경북여자상업고등학교,
,사립,4,대구광역시 남구,,대구광역시교육청,대구광역시교육청,D100000001,5000000,N,80000000,복식부기,예산세출,643141000,308942000,2015152000,821511000,1357632000,S030000256,5903663000,9500888.2,D100000001,3,특수목적고등학교,N,경북예술고등학교,
,사립,4,대구광역시 북구,,대구광역시교육청,대구광역시교육청,D100000001,10000000,N,7000000,복식부기,예산세출,405742000,160295000,176260000,243161000,610795000,S030000257,5906723000,11955446.7,D100000001,3,일반고등학교,N,경상고등학교,
,사립,4,대구광역시 남구,,대구광역시교육청,대구광역시교육청,D100000001,5000000,N,5000000,복식부기,예산세출,433211000,106720000,75060000,586540000,184720000,S030000258,8164735000,13008144.2,D100000001,3,특성화고등학교,N,경상공업고등학교,
고,사립,4,대구광역시 북구,4.0,대구광역시교육청,대구광역시교육청,D100000001,10000000,N,0,복식부기,예산세출,392036000,115138000,133560000,207350000,554633000,S030000260,6714623000,12941624.2,D100000001,3,일반고등학교,N,경상여자고등학교,
고,사립,4,대구광역시 수성구,4.0,대구광역시교육청,대구광역시교육청,D100000001,5000000,N,11000000,복식부기,예산세출,390300000,105746000,117713000,114625000,219751000,S030000262,4685537000,9495247.1,D100000001,3,일반고등학교,N,경신고등학교,
,사립,4,대구광역시 달서구,,대구광역시교육청,대구광역시교육청,D100000001,0,N,12002000,복식부기,예산세출,417532000,86265000,523852000,317049000,1140933000,S030000265,6378046000,11150350.5,D100000001,3,일반고등학교,N,경원고등학교,
