SCHUL_CRSE_SC_VALUE_NM,FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,SCHUL_CRSE_SC_VALUE,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,PBAN_EXCP_YN,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,HS_KND_SC_NM,BNHH_YN,SCHUL_NM
고,사립,4,대구광역시 북구,4.0,대구광역시교육청,대구광역시교육청,D100000001,N,미지정,결산세입,36763611,6022326,0,218286720,1000000,S030000243,8140494060,D100000001,3,일반고등학교,N,강북고등학교
,사립,4,대구광역시 북구,,대구광역시교육청,대구광역시교육청,D100000001,N,복식부기,결산세입,22613741,11618458,0,412454830,34259750,S030000245,7541592730,D100000001,3,일반고등학교,N,경명여자고등학교
,사립,4,대구광역시 중구,,대구광역시교육청,대구광역시교육청,D100000001,N,미지정,결산세입,691793498,32872754,0,67189160,90243941,S030000248,11066723330,D100000001,3,특성화고등학교,N,경북공업고등학교
고,사립,4,대구광역시 남구,4.0,대구광역시교육청,대구광역시교육청,D100000001,N,미지정,결산세입,74726517,41757158,0,45878710,64650600,S030000255,6960223660,D100000001,3,특성화고등학교,N,경북여자상업고등학교
,사립,4,대구광역시 남구,,대구광역시교육청,대구광역시교육청,D100000001,N,복식부기,결산세입,835753493,311234467,0,8581688290,71420000,S030000256,2230700800,D100000001,3,특수목적고등학교,N,경북예술고등학교
,사립,4,대구광역시 북구,,대구광역시교육청,대구광역시교육청,D100000001,N,복식부기,결산세입,1260794878,39068952,0,467821360,11000000,S030000257,8452267520,D100000001,3,일반고등학교,N,경상고등학교
,사립,4,대구광역시 남구,,대구광역시교육청,대구광역시교육청,D100000001,N,복식부기,결산세입,1155400079,51705005,0,102999260,33664280,S030000258,12751897360,D100000001,3,특성화고등학교,N,경상공업고등학교
고,사립,4,대구광역시 북구,4.0,대구광역시교육청,대구광역시교육청,D100000001,N,미지정,결산세입,269498484,10486791,0,591548240,32500000,S030000260,8656184280,D100000001,3,일반고등학교,N,경상여자고등학교
고,사립,4,대구광역시 수성구,4.0,대구광역시교육청,대구광역시교육청,D100000001,N,복식부기,결산세입,330849454,11544614,0,295790710,30766080,S030000262,6840063150,D100000001,3,일반고등학교,N,경신고등학교
,사립,4,대구광역시 달서구,,대구광역시교육청,대구광역시교육청,D100000001,N,복식부기,결산세입,36678367,17407193,0,1269363550,34502200,S030000265,9986035080,D100000001,3,일반고등학교,N,경원고등학교
,사립,4,대구광역시 남구,,대구광역시교육청,대구광역시교육청,D100000001,N,복식부기,결산세입,92887114,9819471,0,644189210,77966400,S030000266,5558282440,D100000001,3,일반고등학교,N,경일여자고등학교
,사립,4,대구광역시 달서구,,대구광역시교육청,대구광역시교육청,D100000001,N,복식부기,결산세입,678797560,9755458,0,298720770,9111390,S030000268,7648241350,D100000001,3,일반고등학교,N,경화여자고등학교
,사립,4,대구광역시 서구,,대구광역시교육청,대구광역시교육청,D100000001,N,복식부기,결산세입,166835290,90345483,0,5120327474,690580779,S030000271,2564108160,D100000001,3,자율고등학교,N,계성고등학교
,사립,4,대구광역시 달서구,,대구광역시교육청,대구광역시교육청,D100000001,N,복식부기,결산세입,38326379,43457646,0,105475170,155387580,S030000274,10459063150,D100000001,3,특성화고등학교,N,대구보건고등학교
고,사립,4,대구광역시 수성구,4.0,대구광역시교육청,대구광역시교육청,D100000001,N,복식부기,결산세입,713144950,36485205,0,319436740,7738000,S030000277,11864543980,D100000001,3,일반고등학교,N,능인고등학교
,사립,4,대구광역시 달성군,,대구광역시교육청,대구광역시교육청,D100000001,N,복식부기,결산세입,3504798,119538249,0,567681560,109353400,S030000280,5376285260,D100000001,3,일반고등학교,N,달서고등학교
