FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,PBAN_EXCP_YN,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,BNHH_YN,SCHUL_NM,SCHUL_CRSE_SC_VALUE_NM,SCHUL_CRSE_SC_VALUE
사립,3,대구광역시 남구,대구광역시남부교육지원청,대구광역시교육청,D100000117,N,미지정,결산세입,184049051,6442971,0,44638050,34000000,S030000367,5418942280,D100000001,3,N,경일여자중학교,중,3.0
사립,3,대구광역시 달서구,대구광역시남부교육지원청,대구광역시교육청,D100000117,N,미지정,결산세입,8532100,10716700,0,27483250,2000000,S030000369,5108915170,D100000001,3,N,경암중학교,,
사립,3,대구광역시 달서구,대구광역시남부교육지원청,대구광역시교육청,D100000117,N,복식부기,결산세입,25399961,4045835,0,18609240,11000000,S030000371,2520840750,D100000001,3,N,구남중학교,,
사립,3,대구광역시 달서구,대구광역시남부교육지원청,대구광역시교육청,D100000117,N,복식부기,결산세입,231852157,13566595,0,118845890,41950600,S030000373,8243385460,D100000001,3,N,대건중학교,중,3.0
사립,3,대구광역시 달서구,대구광역시남부교육지원청,대구광역시교육청,D100000117,N,미지정,결산세입,17593393,1780210,0,39917680,97030740,S030000383,3998443410,D100000001,3,N,상서중학교,,
사립,3,대구광역시 달서구,대구광역시남부교육지원청,대구광역시교육청,D100000117,N,복식부기,결산세입,44503114,6836481,0,34716140,4185000,S030000390,3736212820,D100000001,3,N,송현여자중학교,,
사립,3,대구광역시 달성군,대구광역시달성교육지원청,대구광역시교육청,D100000143,N,복식부기,결산세입,20685810,6139293,0,55544290,15000000,S030000392,4528246490,D100000001,3,N,심인중학교,,
사립,3,대구광역시 달서구,대구광역시남부교육지원청,대구광역시교육청,D100000117,N,복식부기,결산세입,16105013,10998788,0,92657110,7500000,S030000393,5798936210,D100000001,3,N,영남중학교,중,3.0
사립,3,대구광역시 달서구,대구광역시남부교육지원청,대구광역시교육청,D100000117,N,복식부기,결산세입,54737349,6001016,0,62625080,2685000,S030000396,5761533190,D100000001,3,N,원화중학교,중,3.0
사립,3,대구광역시 남구,대구광역시남부교육지원청,대구광역시교육청,D100000117,N,미지정,결산세입,18625347,4316081,0,412355510,51575940,S030000403,5058480100,D100000001,3,N,협성경복중학교,,
사립,3,대구광역시 달서구,대구광역시남부교육지원청,대구광역시교육청,D100000117,N,복식부기,결산세입,26324557,16077654,0,83070000,53040750,S030000405,6502294940,D100000001,3,N,효성중학교,,
사립,3,대구광역시 달성군,대구광역시달성교육지원청,대구광역시교육청,D100000143,N,복식부기,결산세입,9959236,7655320,0,27316770,23998000,S030000554,2856528640,D100000001,3,N,가창중학교,,
사립,3,대구광역시 달성군,대구광역시달성교육지원청,대구광역시교육청,D100000143,N,복식부기,결산세입,4312994,607826,0,13876360,5996000,S030000559,1440579550,D100000001,3,N,달서중학교,중,3.0
사립,3,대구광역시 달성군,대구광역시달성교육지원청,대구광역시교육청,D100000143,N,복식부기,결산세입,22111842,4203575,0,31625970,10000000,S030000563,2880164540,D100000001,3,N,현풍중학교,,
사립,3,대구광역시 중구,대구광역시동부교육지원청,대구광역시교육청,D100000171,N,복식부기,결산세입,10305769,8493338,0,37987830,4150554,S030000619,3471130950,D100000001,3,N,경구중학교,,
사립,3,대구광역시 수성구,대구광역시동부교육지원청,대구광역시교육청,D100000171,N,복식부기,결산세입,23594782,3227155,0,70891220,2000000,S030000620,6106438030,D100000001,3,N,경신중학교,중,3.0
사립,3,대구광역시 중구,대구광역시동부교육지원청,대구광역시교육청,D100000171,N,복식부기,결산세입,19937030,15137485,0,42934230,127242940,S030000621,4666378230,D100000001,3,N,계성중학교,,
사립,3,대구광역시 동구,대구광역시동부교육지원청,대구광역시교육청,D100000171,N,복식부기,결산세입,20469645,2795879,0,52511400,3080000,S030000622,2877970730,D100000001,3,N,공산중학교,,
사립,3,대구광역시 수성구,대구광역시동부교육지원청,대구광역시교육청,D100000171,N,복식부기,결산세입,84954631,9752708,0,75327750,28472000,S030000623,6295853691,D100000001,3,N,능인중학교,중,3.0
사립,3,대구광역시 수성구,대구광역시동부교육지원청,대구광역시교육청,D100000171,N,복식부기,결산세입,43382443,4347804,0,31754800,3500000,S030000628,3998562440,D100000001,3,N,대구중앙중학교,중,3.0
사립,3,대구광역시 수성구,대구광역시동부교육지원청,대구광역시교육청,D100000171,N,미지정,결산세입,28071109,6896156,0,194799060,36600000,S030000630,5946648130,D100000001,3,N,대륜중학교,,
사립,3,대구광역시 수성구,대구광역시동부교육지원청,대구광역시교육청,D100000171,N,복식부기,결산세입,14924393,5741405,0,81922480,5000000,S030000631,5477746970,D100000001,3,N,덕원중학교,,
사립,3,대구광역시 중구,대구광역시동부교육지원청,대구광역시교육청,D100000171,N,복식부기,결산세입,19463929,4350346,0,31845770,14320000,S030000640,4627857910,D100000001,3,N,성명여자중학교,중,3.0
사립,3,대구광역시 수성구,대구광역시동부교육지원청,대구광역시교육청,D100000171,N,복식부기,결산세입,14915350,120161012,0,57640700,48000000,S030000641,6708138340,D100000001,3,N,소선여자중학교,,
사립,3,대구광역시 수성구,대구광역시동부교육지원청,대구광역시교육청,D100000171,N,복식부기,결산세입,14420817,37469551,0,47707520,11000000,S030000646,5719016160,D100000001,3,N,신명여자중학교,,
사립,3,대구광역시 동구,대구광역시동부교육지원청,대구광역시교육청,D100000171,N,복식부기,결산세입,27811908,7835128,0,52165700,20220000,S030000651,5234384500,D100000001,3,N,영신중학교,중,3.0
사립,3,대구광역시 수성구,대구광역시동부교육지원청,대구광역시교육청,D100000171,N,복식부기,결산세입,29853383,9183531,0,123915130,6730000,S030000652,8736062190,D100000001,3,N,오성중학교,중,3.0
사립,3,대구광역시 수성구,대구광역시동부교육지원청,대구광역시교육청,D100000171,N,복식부기,결산세입,9967445,20989856,0,86472280,39282000,S030000655,6630334210,D100000001,3,N,정화중학교,,
사립,3,대구광역시 동구,대구광역시동부교육지원청,대구광역시교육청,D100000171,N,복식부기,결산세입,27873007,5369832,0,233268990,3414800,S030000657,5567115450,D100000001,3,N,청구중학교,중,3.0
사립,3,대구광역시 북구,대구광역시서부교육지원청,대구광역시교육청,D100000199,N,미지정,결산세입,13799952,5451607,0,10225000,20000000,S030000826,4964602060,D100000001,3,N,경명여자중학교,,
사립,3,대구광역시 서구,대구광역시서부교육지원청,대구광역시교육청,D100000199,N,복식부기,결산세입,9884533,2718885,0,20685640,32100000,S030000829,2922710890,D100000001,3,N,대구청라중학교,중,3.0
