SCHUL_CRSE_SC_VALUE_NM,FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,SCHUL_CRSE_SC_VALUE,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,PBAN_EXCP_YN,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,HS_KND_SC_NM,BNHH_YN,SCHUL_NM,PBAN_EXCP_RSN
고,사립,4,대구광역시 북구,4.0,대구광역시교육청,대구광역시교육청,D100000001,N,복식부기,예산세입,10000000,31789000,0,426425000,1000000,S030000243,6354181000,D100000001,3,일반고등학교,N,강북고등학교,
,사립,4,대구광역시 북구,,대구광역시교육청,대구광역시교육청,D100000001,N,복식부기,예산세입,10000000,5750000,0,505630000,32838000,S030000245,6026620000,D100000001,3,일반고등학교,N,경명여자고등학교,
,사립,4,대구광역시 중구,,대구광역시교육청,대구광역시교육청,D100000001,N,복식부기,예산세입,5000000,44000000,0,31000000,4000000,S030000248,7560429000,D100000001,3,특성화고등학교,N,경북공업고등학교,
고,사립,4,대구광역시 남구,4.0,대구광역시교육청,대구광역시교육청,D100000001,N,복식부기,예산세입,6000000,19926000,0,135324000,173000000,S030000255,5061202000,D100000001,3,특성화고등학교,N,경북여자상업고등학교,
,사립,4,대구광역시 남구,,대구광역시교육청,대구광역시교육청,D100000001,N,복식부기,예산세입,150000000,116871000,0,10805170000,63000000,S030000256,0,D100000001,3,특수목적고등학교,N,경북예술고등학교,
,사립,4,대구광역시 북구,,대구광역시교육청,대구광역시교육청,D100000001,N,복식부기,예산세입,7000000,39757000,0,861805000,20000000,S030000257,6591414000,D100000001,3,일반고등학교,N,경상고등학교,
,사립,4,대구광역시 남구,,대구광역시교육청,대구광역시교육청,D100000001,N,복식부기,예산세입,7000000,33140000,0,290480000,0,S030000258,9230366000,D100000001,3,특성화고등학교,N,경상공업고등학교,
고,사립,4,대구광역시 북구,4.0,대구광역시교육청,대구광역시교육청,D100000001,N,복식부기,예산세입,10000000,9850000,0,693864000,20000000,S030000260,7393626000,D100000001,3,일반고등학교,N,경상여자고등학교,
고,사립,4,대구광역시 수성구,4.0,대구광역시교육청,대구광역시교육청,D100000001,N,복식부기,예산세입,15000000,37350000,0,228400000,29000000,S030000262,5339922000,D100000001,3,일반고등학교,N,경신고등학교,
,사립,4,대구광역시 달서구,,대구광역시교육청,대구광역시교육청,D100000001,N,복식부기,예산세입,12000000,19801000,0,1704137000,6505000,S030000265,7133236000,D100000001,3,일반고등학교,N,경원고등학교,
,사립,4,대구광역시 남구,,대구광역시교육청,대구광역시교육청,D100000001,N,복식부기,예산세입,5000000,9855000,0,487754000,61000000,S030000266,5064381000,D100000001,3,일반고등학교,N,경일여자고등학교,
,사립,4,대구광역시 달서구,,대구광역시교육청,대구광역시교육청,D100000001,N,복식부기,예산세입,8000000,12528000,0,258657000,5720000,S030000268,5391605000,D100000001,3,일반고등학교,N,경화여자고등학교,
,사립,4,대구광역시 서구,,대구광역시교육청,대구광역시교육청,D100000001,N,복식부기,예산세입,30000000,100480000,0,8082208000,632608000,S030000271,0,D100000001,3,자율고등학교,N,계성고등학교,
,사립,4,대구광역시 달서구,,대구광역시교육청,대구광역시교육청,D100000001,N,복식부기,예산세입,8900000,38200000,0,205575000,133782000,S030000274,7301294000,D100000001,3,특성화고등학교,N,대구보건고등학교,
고,사립,4,대구광역시 수성구,4.0,대구광역시교육청,대구광역시교육청,D100000001,N,복식부기,예산세입,5000000,106100000,0,289866000,5000000,S030000277,7643905000,D100000001,3,일반고등학교,N,능인고등학교,
,사립,4,대구광역시 달성군,,대구광역시교육청,대구광역시교육청,D100000001,N,복식부기,예산세입,1985000,7784000,0,733206000,52423000,S030000280,3899994000,D100000001,3,일반고등학교,N,달서고등학교,
,사립,4,대구광역시 달서구,,대구광역시교육청,대구광역시교육청,D100000001,N,복식부기,예산세입,10000000,496838000,0,4279462000,1609318000,S030000283,1822566000,D100000001,3,일반고등학교,N,대건고등학교,
고,사립,4,대구광역시 수성구,4.0,대구광역시교육청,대구광역시교육청,D100000001,N,복식부기,예산세입,4000000,22880000,0,437989000,46000000,S030000289,6697331000,D100000001,3,일반고등학교,N,대구남산고등학교,
고,사립,4,대구광역시 동구,4.0,대구광역시교육청,대구광역시교육청,D100000001,N,복식부기,예산세입,8000000,17650000,0,308898000,5000000,S030000293,5261588000,D100000001,3,일반고등학교,N,대구동부고등학교,
고,사립,4,대구광역시 남구,4.0,대구광역시교육청,대구광역시교육청,D100000001,N,복식부기,예산세입,9900000,20101000,0,73360000,39500000,S030000299,6324192000,D100000001,3,특성화고등학교,N,대구여자상업고등학교,
고,사립,4,대구광역시 동구,4.0,대구광역시교육청,대구광역시교육청,D100000001,N,복식부기,예산세입,1000000,5001000,0,546651000,1000000,S030000305,5226406000,D100000001,3,특성화고등학교,N,대구관광고등학교,
고,사립,4,대구광역시 서구,4.0,대구광역시교육청,대구광역시교육청,D100000001,N,복식부기,예산세입,10000000,7355000,0,691976000,182499000,S030000306,6294481000,D100000001,3,일반고등학교,N,대구제일고등학교,
고,사립,4,대구광역시 수성구,4.0,대구광역시교육청,대구광역시교육청,D100000001,N,복식부기,예산세입,3000000,33600000,0,91220000,5000000,S030000309,6597641000,D100000001,3,일반고등학교,N,대구혜화여자고등학교,
,사립,4,대구광역시 수성구,,대구광역시교육청,대구광역시교육청,D100000001,N,복식부기,예산세입,7000000,20346000,0,1240117000,738015000,S030000310,7694870000,D100000001,3,일반고등학교,N,대륜고등학교,
,사립,4,대구광역시 북구,,대구광역시교육청,대구광역시교육청,D100000001,N,복식부기,예산세입,10000000,15150000,0,208979000,252849000,S030000312,3597244000,D100000001,3,특성화고등학교,N,대중금속공업고등학교,
,사립,4,대구광역시 수성구,,대구광역시교육청,대구광역시교육청,D100000001,N,복식부기,예산세입,13355000,125281000,0,790804000,42490000,S030000313,7440991000,D100000001,3,일반고등학교,N,덕원고등학교,
고,사립,4,대구광역시 달성군,4.0,대구광역시교육청,대구광역시교육청,D100000001,N,복식부기,예산세입,20000000,11245000,0,1030821000,1500000,S030000314,4709648000,D100000001,3,일반고등학교,N,대원고등학교,
고,사립,4,대구광역시 달서구,4.0,대구광역시교육청,대구광역시교육청,D100000001,N,복식부기,예산세입,15000000,839144000,0,118808000,300522000,S030000318,7912593000,D100000001,3,특성화고등학교,N,상서고등학교,
,사립,4,대구광역시 북구,,대구광역시교육청,대구광역시교육청,D100000001,N,복식부기,예산세입,13805000,19356000,0,779503000,25384000,S030000321,6728739000,D100000001,3,일반고등학교,N,성광고등학교,
고,사립,4,대구광역시 북구,4.0,대구광역시교육청,대구광역시교육청,D100000001,N,복식부기,예산세입,2000000,41960000,0,522142000,519541000,S030000325,6215854000,D100000001,3,일반고등학교,N,성화여자고등학교,
,사립,4,대구광역시 달서구,,대구광역시교육청,대구광역시교육청,D100000001,N,복식부기,예산세입,10000000,24023000,0,709449000,19506000,S030000326,6004045000,D100000001,3,일반고등학교,N,송현여자고등학교,
,사립,4,대구광역시 중구,,대구광역시교육청,대구광역시교육청,D100000001,N,복식부기,예산세입,5000000,16509000,0,525502000,51700000,S030000329,5490965000,D100000001,3,일반고등학교,N,신명고등학교,
,사립,4,대구광역시 달성군,,대구광역시교육청,대구광역시교육청,D100000001,N,복식부기,예산세입,7000000,14200000,0,479920000,17000000,S030000330,5036948000,D100000001,3,일반고등학교,N,심인고등학교,
고,사립,4,대구광역시 달서구,4.0,대구광역시교육청,대구광역시교육청,D100000001,N,복식부기,예산세입,10000000,104000000,0,1150000000,40000000,S030000331,9577801000,D100000001,3,일반고등학교,N,영남고등학교,
고,사립,4,대구광역시 수성구,4.0,대구광역시교육청,대구광역시교육청,D100000001,N,복식부기,예산세입,76754000,78330000,0,211150000,2500000,S030000332,9236809000,D100000001,3,특성화고등학교,N,영남공업고등학교,
,사립,4,대구광역시 북구,,대구광역시교육청,대구광역시교육청,D100000001,N,복식부기,예산세입,3000000,18000000,0,188500000,1000000,S030000333,4918541000,D100000001,3,일반고등학교,N,영송여자고등학교,
고,사립,4,대구광역시 동구,4.0,대구광역시교육청,대구광역시교육청,D100000001,N,복식부기,예산세입,6000000,17200000,0,672750000,570000000,S030000334,6088794000,D100000001,3,일반고등학교,N,영신고등학교,
,사립,4,대구광역시 북구,,대구광역시교육청,대구광역시교육청,D100000001,N,복식부기,예산세입,13574000,23400000,0,414798000,5000000,S030000335,5458057000,D100000001,3,일반고등학교,N,영진고등학교,
고,사립,4,대구광역시 수성구,4.0,대구광역시교육청,대구광역시교육청,D100000001,N,복식부기,예산세입,8000000,38820000,0,291957000,14000000,S030000339,5921612000,D100000001,3,일반고등학교,N,오성고등학교,
고,사립,4,대구광역시 달서구,4.0,대구광역시교육청,대구광역시교육청,D100000001,N,복식부기,예산세입,13000000,21830000,0,807639000,3093000,S030000342,7747768000,D100000001,3,일반고등학교,N,원화여자고등학교,
고,사립,4,대구광역시 동구,4.0,대구광역시교육청,대구광역시교육청,D100000001,N,복식부기,예산세입,8000000,29370000,0,539950000,2000000,S030000345,4913143000,D100000001,3,일반고등학교,N,정동고등학교,
고,사립,4,대구광역시 수성구,4.0,대구광역시교육청,대구광역시교육청,D100000001,N,복식부기,예산세입,0,75344000,0,98587000,37500000,S030000346,6947214000,D100000001,3,일반고등학교,N,정화여자고등학교,
고,사립,4,대구광역시 동구,4.0,대구광역시교육청,대구광역시교육청,D100000001,N,복식부기,예산세입,10000000,14046000,0,76320000,3135000,S030000347,5811303000,D100000001,3,특성화고등학교,N,조일고등학교,
고,사립,4,대구광역시 수성구,4.0,대구광역시교육청,대구광역시교육청,D100000001,N,복식부기,예산세입,0,2000000,0,0,3000000,S030000348,5522696000,D100000001,3,일반고등학교,N,대구중앙고등학교,
