FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,AMT8,PBAN_EXCP_YN,AMT7,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,YESAN_PER_HEAD,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,BNHH_YN,SCHUL_NM,SCHUL_CRSE_SC_VALUE_NM,SCHUL_CRSE_SC_VALUE
사립,3,대구광역시 남구,대구광역시남부교육지원청,대구광역시교육청,D100000117,4000000,N,0,복식부기,예산세출,310959000,46436000,18360000,118306000,95426000,S030000367,3447349000,7726263.9,D100000001,3,N,경일여자중학교,중,3.0
사립,3,대구광역시 달서구,대구광역시남부교육지원청,대구광역시교육청,D100000117,3000000,N,0,복식부기,예산세출,169745000,44228000,9932000,51148000,68553000,S030000369,1696149000,10751342.1,D100000001,3,N,경암중학교,,
사립,3,대구광역시 달서구,대구광역시남부교육지원청,대구광역시교육청,D100000117,4000000,N,0,복식부기,예산세출,173067000,55798000,17700000,118208000,39623000,S030000371,1736855000,20827679.6,D100000001,3,N,구남중학교,,
사립,3,대구광역시 달서구,대구광역시남부교육지원청,대구광역시교육청,D100000117,0,N,0,복식부기,예산세출,336800000,42904000,50624000,136213000,116057000,S030000373,3713406000,6021923.3,D100000001,3,N,대건중학교,중,3.0
사립,3,대구광역시 달서구,대구광역시남부교육지원청,대구광역시교육청,D100000117,2000000,N,0,복식부기,예산세출,196033000,63051000,68999000,115991000,55241000,S030000383,2499751000,8359515.3,D100000001,3,N,상서중학교,,
사립,3,대구광역시 달서구,대구광역시남부교육지원청,대구광역시교육청,D100000117,0,N,0,복식부기,예산세출,262383000,67492000,15514000,67696000,78575000,S030000390,2279480000,12101048.0,D100000001,3,N,송현여자중학교,,
사립,3,대구광역시 달성군,대구광역시달성교육지원청,대구광역시교육청,D100000143,0,N,2000000,복식부기,예산세출,215959000,204390000,83560000,412720000,141033000,S030000392,2725280000,7480122.5,D100000001,3,N,심인중학교,,
사립,3,대구광역시 달서구,대구광역시남부교육지원청,대구광역시교육청,D100000117,0,N,10000000,복식부기,예산세출,252269000,71571000,81346000,214722000,234865000,S030000393,3893504000,6335921.4,D100000001,3,N,영남중학교,중,3.0
사립,3,대구광역시 달서구,대구광역시남부교육지원청,대구광역시교육청,D100000117,5933000,N,0,복식부기,예산세출,245346000,57232000,53996000,111787000,98492000,S030000396,2937371000,7091226.3,D100000001,3,N,원화중학교,중,3.0
사립,3,대구광역시 남구,대구광역시남부교육지원청,대구광역시교육청,D100000117,3000000,N,0,복식부기,예산세출,267850000,52303000,391860000,142379000,109350000,S030000403,3711277000,8490052.6,D100000001,3,N,협성경복중학교,,
사립,3,대구광역시 달서구,대구광역시남부교육지원청,대구광역시교육청,D100000117,0,N,0,복식부기,예산세출,241098000,76702000,49194000,144064000,145413000,S030000405,3554701000,6549256.6,D100000001,3,N,효성중학교,,
사립,3,대구광역시 달성군,대구광역시달성교육지원청,대구광역시교육청,D100000143,87000,N,0,복식부기,예산세출,146652000,40193000,22530000,103977000,82931000,S030000554,1419602000,15260268.9,D100000001,3,N,가창중학교,,
사립,3,대구광역시 달성군,대구광역시달성교육지원청,대구광역시교육청,D100000143,0,N,0,복식부기,예산세출,73737000,37968000,10134000,55625000,106650000,S030000559,838236000,23879787.2,D100000001,3,N,달서중학교,중,3.0
사립,3,대구광역시 달성군,대구광역시달성교육지원청,대구광역시교육청,D100000143,5000000,N,0,복식부기,예산세출,96766000,76204000,16850000,103932000,93249000,S030000563,1643815000,8447369.3,D100000001,3,N,현풍중학교,,
사립,3,대구광역시 중구,대구광역시동부교육지원청,대구광역시교육청,D100000171,9000000,N,7789000,복식부기,예산세출,143424000,53752000,38673000,131041000,28464000,S030000619,2221302000,9753500.0,D100000001,3,N,경구중학교,,
사립,3,대구광역시 수성구,대구광역시동부교육지원청,대구광역시교육청,D100000171,10000000,N,0,복식부기,예산세출,248200000,91702000,21540000,138970000,76513000,S030000620,3634172000,4419996.9,D100000001,3,N,경신중학교,중,3.0
사립,3,대구광역시 중구,대구광역시동부교육지원청,대구광역시교육청,D100000171,1500000,N,4000000,복식부기,예산세출,297740000,35538000,73065000,114703000,57955000,S030000621,2885879000,7905193.6,D100000001,3,N,계성중학교,,
사립,3,대구광역시 동구,대구광역시동부교육지원청,대구광역시교육청,D100000171,10000000,N,3000000,복식부기,예산세출,150261000,44168000,54340000,127896000,91624000,S030000622,1898616000,11225967.0,D100000001,3,N,공산중학교,,
사립,3,대구광역시 수성구,대구광역시동부교육지원청,대구광역시교육청,D100000171,1000000,N,14252000,복식부기,예산세출,283903000,49404000,124120000,59739000,77998000,S030000623,4213826000,8121619.5,D100000001,3,N,능인중학교,중,3.0
사립,3,대구광역시 수성구,대구광역시동부교육지원청,대구광역시교육청,D100000171,5000000,N,0,복식부기,예산세출,222033000,72098000,14000000,96269000,20940000,S030000628,2341901000,8226234.4,D100000001,3,N,대구중앙중학교,중,3.0
사립,3,대구광역시 수성구,대구광역시동부교육지원청,대구광역시교육청,D100000171,7000000,N,5000000,복식부기,예산세출,179905000,93558000,488290000,395250000,127316000,S030000630,4149252000,6288188.2,D100000001,3,N,대륜중학교,,
