SCHUL_CRSE_SC_VALUE_NM,FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,SCHUL_CRSE_SC_VALUE,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,AMT8,PBAN_EXCP_YN,AMT7,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,YESAN_PER_HEAD,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,HS_KND_SC_NM,BNHH_YN,SCHUL_NM
고,사립,4,대구광역시 북구,4.0,대구광역시교육청,대구광역시교육청,D100000001,0,N,403356620,복식부기,결산세출,866865138,58472940,155510890,674002800,1231982950,S030000243,5322390446,11805666.4,D100000001,3,일반고등학교,N,강북고등학교
,사립,4,대구광역시 북구,,대구광역시교육청,대구광역시교육청,D100000001,57917540,N,954620220,미지정,결산세출,339560187,356273270,148055330,711694022,990768120,S030000245,5662642570,15926651.6,D100000001,3,일반고등학교,N,경명여자고등학교
고,사립,4,대구광역시 중구,4.0,대구광역시교육청,대구광역시교육청,D100000001,145206430,N,617706922,복식부기,결산세출,555242180,407772520,519234674,1734010811,979957840,S030000248,6770428100,16804526.5,D100000001,3,특성화고등학교,N,경북공업고등학교
고,사립,4,대구광역시 남구,4.0,대구광역시교육청,대구광역시교육청,D100000001,18260140,N,6953405820,미지정,결산세출,354598805,296717990,943370320,399373440,732389140,S030000255,4809810035,29132380.9,D100000001,3,특성화고등학교,N,경북여자상업고등학교
,사립,4,대구광역시 남구,,대구광역시교육청,대구광역시교육청,D100000001,0,N,637901030,미지정,결산세출,705706977,336259210,1338895840,819213637,2616122410,S030000256,5770828524,10430825.6,D100000001,3,특수목적고등학교,N,경북예술고등학교
,사립,4,대구광역시 북구,,대구광역시교육청,대구광역시교육청,D100000001,0,N,7000000,복식부기,결산세출,534854070,874467716,86745020,641291879,1498035190,S030000257,5196928980,14052977.5,D100000001,3,일반고등학교,N,경상고등학교
,사립,4,대구광역시 남구,,대구광역시교육청,대구광역시교육청,D100000001,17892084,N,370976940,복식부기,결산세출,947711040,480931440,1085259994,918291720,908066740,S030000258,8105712330,17462370.5,D100000001,3,특성화고등학교,N,경상공업고등학교
고,사립,4,대구광역시 북구,4.0,대구광역시교육청,대구광역시교육청,D100000001,17435860,N,311716000,미지정,결산세출,409816942,620558390,215940200,747466410,1541772950,S030000260,6084795210,15843156.0,D100000001,3,일반고등학교,N,경상여자고등학교
고,사립,4,대구광역시 수성구,4.0,대구광역시교육청,대구광역시교육청,D100000001,3489980,N,42606550,복식부기,결산세출,476432876,1102094236,153229845,340806375,1082243220,S030000262,4831378130,13499632.3,D100000001,3,일반고등학교,N,경신고등학교
,사립,4,대구광역시 달서구,,대구광역시교육청,대구광역시교육청,D100000001,3633040,N,51800000,복식부기,결산세출,672960396,2765157510,657285690,753709640,2041634740,S030000265,6699379220,17142663.6,D100000001,3,일반고등학교,N,경원고등학교
,사립,4,대구광역시 남구,,대구광역시교육청,대구광역시교육청,D100000001,0,N,1395209940,복식부기,결산세출,441704664,134924220,23456233,439679440,773753903,S030000266,5301739920,17547357.4,D100000001,3,일반고등학교,N,경일여자고등학교
,사립,4,대구광역시 달서구,,대구광역시교육청,대구광역시교육청,D100000001,11844300,N,293880610,복식부기,결산세출,920260469,189864180,221628611,305974410,759580330,S030000268,4938204780,15313101.6,D100000001,3,일반고등학교,N,경화여자고등학교
