파일명,정부이전수입,기타이전수입,학부모부담수입,미사용,행정활동수입,기타,학교급
인천광역시교육청_공립_고등_결산_세입_2024.csv,2716939314.574468,19143971.59574468,224623768.19148937,0.0,34793008.13829787,50892666.095744684,고등
인천광역시교육청_공립_고등_결산_세입_2022.csv,2565328990.319149,14934422.978723405,142992957.76595744,0.0,16209639.648936171,93631916.61702128,고등
인천광역시교육청_공립_고등_결산_세입_2023.csv,2483856062.12766,16202073.085106382,162407529.0425532,0.0,24783390.170212764,136531525.5425532,고등
인천광역시교육청_공립_초등_결산_세입_2024.csv,1784068766.7669172,7163814.022556391,219590849.51127818,0.0,20653021.657894738,20860586.62781955,초등
인천광역시교육청_공립_중등_결산_세입_2024.csv,1732003885.8208954,2906412.686567164,73794937.07462686,0.0,17302190.30597015,20328493.858208954,중등
인천광역시교육청_공립_중등_결산_세입_2023.csv,2110865076.3909774,3208166.3909774437,68179366.69172932,0.0,13288931.45112782,31979581.360902257,중등
인천광역시교육청_공립_초등_결산_세입_2023.csv,2358344993.011583,9109025.714285715,191557581.35135135,0.0,15015320.613899615,23522352.664092664,초등
인천광역시교육청_공립_초등_결산_세입_2022.csv,1984431600.6601562,8268329.4140625,113526247.28515625,0.0,7929927.0,50507419.25390625,초등
인천광역시교육청_공립_중등_결산_세입_2022.csv,1686815919.5454545,2135724.090909091,60809335.0,0.0,7089366.787878788,51570621.696969695,중등
고등_평균,2588708122.340426,16760155.88652482,176674751.66666666,0.0,25262012.652482267,93685369.4184397,고등
초등_평균,2042281786.8128853,8180389.716968201,174891559.38259527,0.0,14532756.42393145,31630119.515272822,초등
중등_평균,1843228293.9191093,2750101.0561512327,67594546.25545205,0.0,12560162.848325586,34626232.3053603,중등
