파일명,인적자원_운용,학생복지_교육격차해소,기본적_교육활동,선택적_교육활동,교육활동_지원,학교_일반운영,학교_시설확충,학교_재무활동,1인당 평균 세출,학교급,학교 수
전라남도교육청_공립_중등_예산_세출_2024.csv,5070493000.0,42691742000.0,21594470000.0,3764894000.0,15325758000.0,29443691000.0,1121891000.0,513729000.0,1823687143.4,중등,221
전라남도교육청_공립_중등_예산_세출_2023.csv,5128477000.0,38227381000.0,20392029000.0,4502505000.0,16554271000.0,28744913000.0,728686000.0,581699000.0,1812026035.4,중등,220
전라남도교육청_공립_중등_예산_세출_2022.csv,4858238000.0,32582040000.0,15963091000.0,4689430000.0,13505273000.0,27297095000.0,213110000.0,627376000.0,1554069427.8000002,중등,221
전라남도교육청_공립_고등_예산_세출_2023.csv,3716647000.0,66696131000.0,18203695000.0,4643687000.0,13687503000.0,27514367000.0,3339257000.0,603163000.0,703995694.6,고등,99
전라남도교육청_공립_고등_예산_세출_2022.csv,3587696000.0,59913012000.0,14089991000.0,5250583000.0,13738165000.0,26267125000.0,562465000.0,573320000.0,674408068.9999999,고등,100
전라남도교육청_공립_고등_예산_세출_2024.csv,3863250000.0,53588458000.0,19105161000.0,4808642000.0,13697657000.0,29061853000.0,5139446000.0,433915000.0,708978627.7000002,고등,99
전라남도교육청_공립_초등_예산_세출_2023.csv,10542762000.0,84279107000.0,42093595000.0,42719226000.0,34113501000.0,57148974000.0,977471000.0,1401470000.0,3407825554.0,초등,448
전라남도교육청_공립_초등_예산_세출_2022.csv,9975163000.0,69092592000.0,38319494000.0,30464430000.0,28765390000.0,54823900000.0,293510000.0,1535155000.0,2818358533.9,초등,449
전라남도교육청_공립_초등_예산_세출_2024.csv,10906252000.0,91146743000.0,43197824000.0,26748259000.0,32786553000.0,59323864000.0,2048808000.0,1198286000.0,3625317686.2,초등,445
중등_평균,5018904064.954682,37833126347.43202,19314905379.15408,4318665716.012085,15126280167.673716,28494855839.879154,687834049.8489426,574256774.9244713,1729803519.6725078,중등,662
고등_평균,3722078533.557047,60065354063.75839,17122737731.543625,4902143862.416107,13707876979.865772,27609927114.09396,3005496969.798658,536921885.9060403,695722365.1265101,고등,298
초등_평균,10473388750.372578,81475346035.02235,41197030585.69299,33323187461.25186,31884146529.80626,57092243615.49925,1103884171.385991,1378822969.4485843,3282723696.1789117,초등,1342
전체_평균,8030834751.086012,66153309961.77237,31787775087.315376,21303003105.125977,24712019745.438747,45051756636.83753,1230406948.7402258,1038462698.5230235,2501246913.5981755,전체,2302
