SCHUL_CRSE_SC_VALUE_NM,FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,SCHUL_CRSE_SC_VALUE,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,PBAN_EXCP_YN,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,HS_KND_SC_NM,BNHH_YN,SCHUL_NM
고,사립,4,제주특별자치도 제주시,4.0,제주특별자치도교육청,제주특별자치도교육청,T100000001,N,복식부기,결산세입,520459760,30113550,0,287242910,74060000,S170000130,13421958150,T100000001,18,일반고등학교,N,남녕고등학교
,사립,4,제주특별자치도 서귀포시,,제주특별자치도교육청,제주특별자치도교육청,T100000001,N,복식부기,결산세입,587435270,21880410,0,380277180,3600000,S170000131,7067268680,T100000001,18,일반고등학교,N,남주고등학교
,사립,4,제주특별자치도 제주시,,제주특별자치도교육청,제주특별자치도교육청,T100000001,N,복식부기,결산세입,1970388730,9963410,0,375885860,50878990,S170000132,9754037690,T100000001,18,일반고등학교,N,대기고등학교
고,사립,4,제주특별자치도 서귀포시,4.0,제주특별자치도교육청,제주특별자치도교육청,T100000001,N,복식부기,결산세입,2354746520,49769670,0,210054870,35356400,S170000134,7071362760,T100000001,18,일반고등학교,N,삼성여자고등학교
고,사립,4,제주특별자치도 제주시,4.0,제주특별자치도교육청,제주특별자치도교육청,T100000001,N,복식부기,결산세입,708233530,26697360,0,203157650,42400000,S170000135,12712960750,T100000001,18,일반고등학교,N,신성여자고등학교
,사립,4,제주특별자치도 제주시,,제주특별자치도교육청,제주특별자치도교육청,T100000001,N,복식부기,결산세입,183225490,13965050,0,263915140,60816000,S170000136,9830902370,T100000001,18,일반고등학교,N,오현고등학교
,사립,4,제주특별자치도 제주시,,제주특별자치도교육청,제주특별자치도교육청,T100000001,N,미지정,결산세입,1447302370,27691570,0,180114070,113788000,S170000137,11552639460,T100000001,18,일반고등학교,N,제주여자고등학교
,사립,4,제주특별자치도 제주시,,제주특별자치도교육청,제주특별자치도교육청,T100000001,N,복식부기,결산세입,921205320,40446350,0,49995110,4975200,S170000153,7259760120,T100000001,18,일반고등학교,N,영주고등학교
고,사립,4,제주특별자치도 제주시,4.0,제주특별자치도교육청,제주특별자치도교육청,T100000001,N,복식부기,결산세입,3081703870,36054330,0,87226160,74694430,S170000154,10018264500,T100000001,18,일반고등학교,N,제주중앙고등학교
