파일명,정부이전수입,기타이전수입,학부모부담수입,미사용,행정활동수입,기타,학교급
울산광역시교육청_사립_중등_결산_세입_2024.csv,22068162850,336964000,247681170,0,429094610,18355425,중등
울산광역시교육청_사립_중등_결산_세입_2022.csv,14073840070,381097880,182531420,0,50909130,706356467,중등
울산광역시교육청_사립_중등_결산_세입_2023.csv,21546480790,273575000,205140763,0,161136425,41794329,중등
울산광역시교육청_사립_고등_결산_세입_2022.csv,83962655405,5036493770,7922843580,0,405309852,4535071154,고등
울산광역시교육청_사립_고등_결산_세입_2023.csv,97513271860,5215320378,8575629640,0,798153149,481442750,고등
울산광역시교육청_사립_고등_결산_세입_2024.csv,84200809060,5161551178,8862106980,0,844680504,441228940,고등
중등_합계,57688483710,991636880,635353353,0,641140165,766506221,중등
고등_합계,265676736325,15413365326,25360580200,0,2048143505,5457742844,고등
2024_합계,106268971910,5498515178,9109788150,0,1273775114,459584365,전체
2022_합계,98036495475,5417591650,8105375000,0,456218982,5241427621,전체
2023_합계,119059752650,5488895378,8780770403,0,959289574,523237079,전체
