정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,15117000
,교직원보수,0
,기타 교직원 보수,3917000
,교직원 복지 및 역량강화,11200000
학생복지/교육격차 해소,학생복지/교육격차 해소,409861000
,급식 관리,368213000
,기숙사 관리,0
,보건관리,31948000
,교육격차 해소,1900000
,학생복지,7800000
기본적 교육활동,기본적 교육활동,120139000
,교과 활동,62558000
,창의적 체험활동,57581000
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,345345000
,방과후학교 운영,301400000
,직업교육,0
,국제교육,0
,독서활동,20475000
,교기육성,15220000
,기타 선택적 교육활동,8250000
교육활동 지원,교육활동 지원,59405000
,교무업무 운영,12340000
,생활지도 운영,8830000
,연구학교 운영,0
,학습지원실 운영,29235000
,교육여건 개선,9000000
학교 일반운영,학교 일반운영,222831000
,학교기관운영,63674000
,시설 장비 유지,157007000
,학교운영 협력,2150000
학교시설 확충,학교시설 확충,0
,시설확충 및 개선,0
학교 재무활동,학교 재무활동,3000000
,반환금,0
,예비비,3000000
세출합계,세출합계,1175698000
