파일명,인적자원_운용,학생복지_교육격차해소,기본적_교육활동,선택적_교육활동,교육활동_지원,학교_일반운영,학교_시설확충,학교_재무활동,1인당 평균 세출,학교급,학교 수
서울특별시교육청_중등_결산_세출_2023.csv,376954531330.0,327799872667.0,119182287651.0,72844166352.0,222828510530.0,201056106948.0,80108162683.0,6068420515.0,3116604848.7999997,중등,389
서울특별시교육청_고등_결산_세출_2022.csv,1071598315586.0,340227265337.0,103222845574.0,114205647674.0,198185928608.0,186596444143.0,161246774572.0,7443544145.0,3446589901.4000006,고등,321
서울특별시교육청_고등_결산_세출_2023.csv,1062984698861.0,396318830268.0,139548687379.0,125373194446.0,222530891304.0,206773545496.0,234034688711.0,11538041891.0,4050248646.2000003,고등,321
서울특별시교육청_중등_결산_세출_2022.csv,380401083177.0,284199077764.0,93142730567.0,69818568499.0,193537538785.0,179857879664.0,59522927723.0,4774048984.0,2761051068.9,중등,389
서울특별시교육청_고등_결산_세출_2024.csv,1080574725737.0,415865059308.0,161192829630.0,137670152119.0,206229066810.0,213900789609.0,239243092602.0,17053220986.0,4338924197.0,고등,318
서울특별시교육청_중등_결산_세출_2024.csv,387855975863.0,313157417235.0,153621483537.0,76261308977.0,171457588481.0,198543421427.0,86997841400.0,5475157024.0,3187771445.4,중등,387
서울특별시교육청_초등_결산_세출_2023.csv,157537750652.0,583162311678.0,230349250240.0,320099146509.0,286191743741.0,277641337503.0,52943353998.0,8840969746.0,3518078705.7,초등,604
서울특별시교육청_초등_결산_세출_2022.csv,157990292925.0,493371889531.0,179937024046.0,234457117215.0,278461610220.0,246764211257.0,50427961791.0,4929571918.0,3015152981.9,초등,605
서울특별시교육청_초등_결산_세출_2024.csv,168351703179.0,552585853577.0,268388613588.0,352523748914.0,248412855455.0,309898714722.0,55647765443.0,7426346892.0,3699949111.5,초등,605
중등_평균,381726692448.2438,308377263680.3468,121927850828.85922,72969038996.68498,195983244571.40085,193143214492.97595,75523312265.86609,5439147127.381116,3021524207.171759,중등,1165
고등_평균,1071691573356.0969,384037901613.6969,134571856146.09688,125712413223.29375,208990565038.8875,202387726843.52188,211421513709.66562,11995847282.4,3944024029.6100006,고등,960
초등_평균,161295319204.37045,543017900128.9151,226222689037.2271,302350225192.65765,271013707250.79327,278101674790.02594,53006395144.08048,7064650830.558986,3411001270.5346193,초등,1814
전체_평균,448368930226.14496,434874427156.79236,173039575026.50522,191458785383.34122,233706597439.94745,234521579264.58618,98274412983.59355,7785706118.59279,3425715936.666794,전체,3939
