파일명,인적자원_운용,학생복지_교육격차해소,기본적_교육활동,선택적_교육활동,교육활동_지원,학교_일반운영,학교_시설확충,학교_재무활동,1인당 평균 세출,평균합계,학교급
사립_초등_결산_세출_2023.csv,2597317496.410959,1149412138.0958903,667697915.1095891,788603018.630137,324242453.8630137,414035757.4520548,407194190.60273975,9764708.767123288,12210645.869863013,6370478324.801368,초등
사립_중등_결산_세출_2022.csv,2396234067.834123,481113381.1879937,178254866.67456555,124345805.68562402,299750681.84044236,235356362.6777251,448513420.8135861,17204974.805687204,18928985.94802528,4199702547.467773,중등
사립_중등_결산_세출_2023.csv,2418157209.234177,529096892.39873415,242547110.28955695,127421470.84968354,351405449.4778481,254198345.5300633,513037899.01265824,20171723.69462025,20326779.54896989,4476362880.036312,중등
사립_초등_결산_세출_2022.csv,2524800989.0,1009643035.9178082,468852044.94520545,675896701.630137,316782618.75342464,386309543.5753425,401717987.9315069,13159127.95890411,11514601.160273973,5808676650.872602,초등
사립_중등_결산_세출_2024.csv,2450625633.212025,559611971.545886,283135655.09810126,139384500.12183544,346308798.9778481,272325434.0901899,592613618.375,33008792.39873418,21736223.745886076,4698750627.565505,중등
사립_초등_결산_세출_2024.csv,2675192331.5753427,1233034085.7534246,808820572.2602739,882256219.8219178,342421193.8630137,445559989.60273975,552007084.1095891,27153900.90410959,13481089.026027398,6979926466.916437,초등
사립_고등_결산_세출_2022.csv,4502670465.536508,1205316959.405291,317734079.28571427,317961066.4910053,518474284.35873014,416431857.6486772,823884567.1968254,41606268.03492063,16988930.912592594,8161068478.870264,고등
사립_고등_결산_세출_2023.csv,4486260851.326984,1305324995.1089947,458006075.1978836,361455756.3862434,568538282.0899471,455727154.4296296,1044353647.8084656,53063341.76084656,19162112.32722458,8751892216.43622,고등
사립_고등_결산_세출_2024.csv,4517788326.817989,1423178938.1873016,536009294.6021164,365573966.93968254,629766883.0603175,504731963.41798943,1350731180.45291,67098729.97037037,20481853.317989416,9415361136.766668,고등
초등_평균,2599103605.6621003,1130696419.9223745,648456844.1050228,782251980.0273972,327815422.1598174,415301763.543379,453639754.21461195,16692579.210045664,12402112.018721461,6386360480.863469,초등
중등_평균,2421672303.426775,523274081.7108713,234645877.3540746,130383925.552381,332488310.09871286,253960047.43265942,518054979.40041476,23461830.299680546,20330663.08096041,4458272018.35653,중등
고등_평균,4502239881.22716,1311273630.9005291,437249816.3619048,348330263.27231044,572259816.5029982,458963658.4987654,1072989798.4860669,53922779.92204585,18877632.18593553,8776107277.357718,고등
