파일명,정부이전수입,기타이전수입,학부모부담수입,미사용,행정활동수입,기타,평균합계,학교급
사립_초등_예산_세입_2023.csv,37661666000,6992880000,360435523000,0,5134214000,32960085000,443184368000,초등
사립_초등_예산_세입_2022.csv,34199076000,6852705000,334809862000,0,3647367000,26317853000,405826863000,초등
사립_초등_예산_세입_2024.csv,43906943000,7678842000,383909844000,0,4968792000,33288401000,473752822000,초등
사립_중등_예산_세입_2024.csv,2004080373000,28593231000,101828820000,0,7658967000,7125361000,2149286752000,중등
사립_중등_예산_세입_2023.csv,1952443689000,26944690000,96362975000,0,6086061000,6371624000,2088209039000,중등
사립_중등_예산_세입_2022.csv,1885461138000,31376787000,95426640000,0,5015900000,7533446000,2024813911000,중등
사립_고등_예산_세입_2023.csv,4958949525000,190259939000,916120087000,0,43533913000,49404388000,6158267852000,고등
사립_고등_예산_세입_2022.csv,4790221671700,196423379150,897755028444,0,29821670329,43183097669,5957404847292,고등
사립_고등_예산_세입_2024.csv,5118530750000,197479939000,946962520000,0,47991900000,43695232000,6354660341000,고등
private_예산_세입_초등_합계,115767685000,21524427000,1079155229000,0,13750373000,92566339000,1322764053000,초등
private_예산_세입_중등_합계,5841985200000,86914708000,293618435000,0,18760928000,21030431000,6262309702000,중등
private_예산_세입_고등_합계,14867701946700,584163257150,2760837635444,0,121347483329,136282717669,18470333040292,고등
2023_합계,6949054880000,224197509000,1372918585000,0,54754188000,88736097000,8689661259000,
2022_합계,6709881885700,234652871150,1327991530444,0,38484937329,77034396669,8388045621292,
2024_합계,7166518066000,233752012000,1432701184000,0,60619659000,84108994000,8977699915000,
