파일명,인적자원_운용,학생복지_교육격차해소,기본적_교육활동,선택적_교육활동,교육활동_지원,학교_일반운영,학교_시설확충,학교_재무활동,1인당 평균 세출,학교급,학교 수
충청북도교육청_공립_고등_예산_세출_2022.csv,2022262000.0,42369651000.0,19682041000.0,8638440000.0,6381920000.0,20727680000.0,68000000.0,221153000.0,266222612.00000003,고등,61
충청북도교육청_공립_고등_예산_세출_2023.csv,2603661000.0,47373857000.0,27777385000.0,8818603000.0,10944823000.0,24383882000.0,350900000.0,276426000.0,352013167.20000005,고등,63
충청북도교육청_공립_고등_예산_세출_2024.csv,2495821000.0,55167064000.0,24293535000.0,8783921000.0,7535756000.0,25046249000.0,297345000.0,199533000.0,376734660.59999996,고등,63
충청북도교육청_공립_초등_예산_세출_2022.csv,5425489000.0,76353193000.0,35140015000.0,33461258000.0,13500185000.0,47574063000.0,346066000.0,349967000.0,1631329828.0,초등,267
충청북도교육청_공립_초등_예산_세출_2023.csv,6000323000.0,92160828000.0,48855961000.0,43359160000.0,18736043000.0,55147702000.0,404939000.0,378043000.0,2176637238.0,초등,266
충청북도교육청_공립_중등_예산_세출_2022.csv,2553874000.0,34270779000.0,19198919000.0,5963174000.0,6819414000.0,22861572000.0,40250000.0,182344000.0,710484264.3000001,중등,109
충청북도교육청_공립_중등_예산_세출_2023.csv,2724241000.0,41129452000.0,25847569000.0,7489252000.0,8104088000.0,25590594000.0,28000000.0,161577000.0,786842961.6000001,중등,109
충청북도교육청_공립_초등_예산_세출_2024.csv,5411963000.0,97588415000.0,42017452000.0,38385594000.0,18237613000.0,55299632000.0,289290000.0,222321000.0,2283208201.2,초등,266
충청북도교육청_공립_중등_예산_세출_2024.csv,2649483000.0,48750750000.0,24672871000.0,6946480000.0,7277511000.0,25885549000.0,104800000.0,114046000.0,795534763.5999999,중등,110
고등_평균,2377675657.7540107,48366987882.35294,23962954336.898396,8748148941.17647,8307880197.860963,23414367556.149734,240574518.71657753,232490641.71122995,332356644.2962567,고등,187
초등_평균,5612357495.619524,88685358158.94868,41995884684.60576,38395820337.9224,16820452929.91239,52667416351.68961,346764125.15644556,316818539.42428035,2029892304.0090113,초등,799
중등_평균,2642553856.707317,41406120972.560974,23244155493.90244,6800083030.487804,7399963195.121951,24782611231.707317,57826981.70731708,152537954.2682927,764382596.3996953,중등,328
전체_평균,4410697604.261796,71145689179.60426,34748757477.929985,26289643482.496193,13257460742.770168,41543720610.350075,259527565.44901064,263809902.58751902,1472414105.7882037,전체,1314
