파일명,정부이전수입,기타이전수입,학부모부담수입,미사용,행정활동수입,기타,학교급
충청북도교육청_공립_고등_예산_세입_2024.csv,94284208000,1594268000,24921258000,0,1126511000,1892979000,고등
충청북도교육청_공립_고등_예산_세입_2023.csv,94196639000,1575218000,23675159000,0,927670000,2154851000,고등
충청북도교육청_공립_고등_예산_세입_2022.csv,67331131000,1423614000,28594317000,0,753318000,2008767000,고등
충청북도교육청_공립_중등_예산_세입_2024.csv,102799813000,1334590000,9695503000,0,647140000,1924444000,중등
충청북도교육청_공립_초등_예산_세입_2024.csv,214850438000,3553725000,34119737000,0,1185124000,3743256000,초등
충청북도교육청_공립_중등_예산_세입_2023.csv,98993835000,1161472000,8813964000,0,489532000,1615970000,중등
충청북도교육청_공립_중등_예산_세입_2022.csv,75710528000,1017414000,12738997000,0,371245000,2052142000,중등
충청북도교육청_공립_초등_예산_세입_2023.csv,222925968000,3389087000,34760006000,0,887430000,3080508000,초등
충청북도교육청_공립_초등_예산_세입_2022.csv,163689750000,2774668000,41265593000,0,712730000,3707495000,초등
고등_합계,255811978000,4593100000,77190734000,0,2807499000,6056597000,고등
중등_합계,277504176000,3513476000,31248464000,0,1507917000,5592556000,중등
초등_합계,601466156000,9717480000,110145336000,0,2785284000,10531259000,초등
2024_합계,411934459000,6482583000,68736498000,0,2958775000,7560679000,전체
2023_합계,416116442000,6125777000,67249129000,0,2304632000,6851329000,전체
2022_합계,306731409000,5215696000,82598907000,0,1837293000,7768404000,전체
