파일명,정부이전수입,기타이전수입,학부모부담수입,미사용,행정활동수입,기타,학교급,학교 수
경기도교육청_공립_중등_예산_세입_2022.csv,585681220000.0,3931693000.0,60454368000.0,0.0,2991198000.0,6335488000.0,중등,566
경기도교육청_공립_중등_예산_세입_2023.csv,619605001000.0,5117422000.0,70673750000.0,0.0,3411079000.0,5096415000.0,중등,574
경기도교육청_공립_중등_예산_세입_2024.csv,722701136000.0,4851545000.0,77401046000.0,0.0,4368439000.0,4638171000.0,중등,580
경기도교육청_공립_고등_예산_세입_2024.csv,619548992000.0,5578369000.0,132864220000.0,0.0,6023319000.0,4361058000.0,고등,354
경기도교육청_공립_고등_예산_세입_2023.csv,515033865000.0,3634288000.0,112944946000.0,0.0,4558639000.0,5094155000.0,고등,351
경기도교육청_공립_고등_예산_세입_2022.csv,484364411000.0,3467683000.0,90616867000.0,0.0,4138942000.0,5459265000.0,고등,350
경기도교육청_공립_초등_예산_세입_2024.csv,1440376299000.0,15716149000.0,386030995000.0,0.0,9449627000.0,10671009000.0,초등,1348
경기도교육청_공립_초등_예산_세입_2023.csv,1266071575000.0,13864674000.0,382337026000.0,0.0,7009231000.0,11838257000.0,초등,1344
경기도교육청_공립_초등_예산_세입_2022.csv,1167658409000.0,11787398000.0,350266625000.0,0.0,5142670000.0,12560108000.0,초등,1335
중등_평균,643206686031.3954,4637578236.046512,69579367132.55814,0.0,3595739554.6511626,5349632324.418605,중등,1720
고등_평균,539928695386.72986,4231342904.265403,112221339692.89099,0.0,4910869113.744076,4969294490.047394,고등,1055
초등_평균,1291793251518.9968,13795795142.289545,372941814894.21405,0.0,7207342465.855475,11686834298.485226,초등,4027
전체_평균,1011171963756.8362,9996525781.828875,255793400973.6842,0.0,5937901655.248456,9042466187.150839,전체,6802
