파일명,인적자원_운용,학생복지_교육격차해소,기본적_교육활동,선택적_교육활동,교육활동_지원,학교_일반운영,학교_시설확충,학교_재무활동,1인당 평균 세출,학교급
경기도교육청_공립_초등_결산_세출_2024.csv,65822955800.0,960613273386.0,402690044362.0,348411859685.0,265138909314.0,465834390143.0,147949775196.0,5649781680.0,8151380613.3,초등
경기도교육청_공립_초등_결산_세출_2022.csv,118602337710.0,809241343009.0,296575681591.0,266307162801.0,261228412215.0,374567986595.0,242727963150.0,16749644496.0,7072051937.200001,초등
경기도교육청_공립_초등_결산_세출_2023.csv,95697657710.0,925037056592.0,372011507779.0,286139721062.0,230449274880.0,389599288764.0,148934432806.0,7616350010.0,6990652770.500001,초등
경기도교육청_공립_중등_결산_세출_2022.csv,43529712384.0,396268325798.0,104811899617.0,45438356049.0,128479694274.0,166242931507.0,91593609750.0,8781087250.0,2248888527.6,중등
경기도교육청_공립_중등_결산_세출_2023.csv,43298187102.0,494543604633.0,129975770761.0,44566448961.0,113687362965.0,171719143845.0,61586667640.0,3439591650.0,2368604334.8,중등
경기도교육청_공립_고등_결산_세출_2024.csv,21935267380.0,427100337965.0,174482459884.0,65424794070.0,112894390855.0,168983294831.0,66325433710.0,2960627890.0,1797600950.4,고등
경기도교육청_공립_중등_결산_세출_2024.csv,27827887070.0,516170647542.0,154446100663.0,47742849230.0,131534721692.0,200458562936.0,82006544990.0,2948106120.0,2710993918.8999996,중등
경기도교육청_공립_고등_결산_세출_2023.csv,34930965870.0,393281620255.0,137866003080.0,59862245310.0,106004580147.0,147508269263.0,51407609590.0,4635683790.0,1639112598.4999998,고등
경기도교육청_공립_고등_결산_세출_2022.csv,34836664810.0,350505154321.0,120678723965.0,58677012172.0,125290747856.0,143535560602.0,66216079380.0,8735627530.0,1618723286.4,고등
초등_합계,280122951220.0,2694891672987.0,1071277233732.0,900858743548.0,756816596409.0,1230001665502.0,539612171152.0,30015776186.0,22214085321.0,초등
중등_합계,114655786556.0,1406982577973.0,389233771041.0,137747654240.0,373701778931.0,538420638288.0,235186822380.0,15168785020.0,7328486781.299999,중등
고등_합계,91702898060.0,1170887112541.0,433027186929.0,183964051552.0,344189718858.0,460027124696.0,183949122680.0,16331939210.0,5055436835.299999,고등
2024_합계,115586110250.0,1903884258893.0,731618604909.0,461579502985.0,509568021861.0,835276247910.0,296281753896.0,11558515690.0,12659975482.6,전체
2022_합계,196968714904.0,1556014823128.0,522066305173.0,370422531022.0,514998854345.0,684346478704.0,400537652280.0,34266359276.0,10939663751.2,전체
2023_합계,173926810682.0,1812862281480.0,639853281620.0,390568415333.0,450141217992.0,708826701872.0,261928710036.0,15691625450.0,10998369703.800001,전체
