파일명,정부이전수입,기타이전수입,학부모부담수입,미사용,행정활동수입,기타,학교급
강원특별자치도교육청_공립_고등_예산_세입_2024.csv,89166091000,3544989000,14650305000,0,1024238000,599457000,고등
강원특별자치도교육청_공립_고등_예산_세입_2022.csv,71540134000,2780964000,16434407000,0,566806000,1413715000,고등
강원특별자치도교육청_공립_고등_예산_세입_2023.csv,83238516000,3279314000,16448090000,0,875223000,707094000,고등
강원특별자치도교육청_공립_초등_예산_세입_2024.csv,174845503000,1076773000,19509363000,0,1255182000,1371597000,초등
강원특별자치도교육청_공립_초등_예산_세입_2022.csv,131419971000,949861000,19366719000,0,597040000,1726990000,초등
강원특별자치도교육청_공립_초등_예산_세입_2023.csv,160872082000,980355000,20610350000,0,963034000,1325953000,초등
강원특별자치도교육청_공립_중등_예산_세입_2024.csv,75447993000,128710000,5387243000,0,541564000,435717000,중등
강원특별자치도교육청_공립_중등_예산_세입_2022.csv,56175399000,120322000,4727593000,0,252748000,612921000,중등
강원특별자치도교육청_공립_중등_예산_세입_2023.csv,69363070000,97334000,5045820000,0,394268000,386291000,중등
고등_합계,243944741000,9605267000,47532802000,0,2466267000,2720266000,고등
초등_합계,467137556000,3006989000,59486432000,0,2815256000,4424540000,초등
중등_합계,200986462000,346366000,15160656000,0,1188580000,1434929000,중등
2024_합계,339459587000,4750472000,39546911000,0,2820984000,2406771000,전체
2022_합계,259135504000,3851147000,40528719000,0,1416594000,3753626000,전체
2023_합계,313473668000,4357003000,42104260000,0,2232525000,2419338000,전체
