정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,3258998450
,교직원보수,2284584330
,기타 교직원 보수,932504890
,교직원 복지 및 역량강화,41909230
학생복지/교육격차 해소,학생복지/교육격차 해소,524693740
,급식 관리,405061360
,기숙사 관리,0
,보건관리,75134560
,교육격차 해소,0
,학생복지,44497820
기본적 교육활동,기본적 교육활동,291077015
,교과 활동,124939910
,창의적 체험활동,140858925
,자유학기(년) 활동,25278180
선택적 교육활동,선택적 교육활동,53700100
,방과후학교 운영,3960000
,직업교육,0
,국제교육,0
,독서활동,49740100
,교기육성,0
,기타 선택적 교육활동,0
교육활동 지원,교육활동 지원,493165810
,교무업무 운영,43015530
,생활지도 운영,30540200
,연구학교 운영,40000000
,학습지원실 운영,116424350
,교육여건 개선,263185730
학교 일반운영,학교 일반운영,256786623
,학교기관운영,36859863
,시설 장비 유지,218547760
,학교운영 협력,1379000
학교시설 확충,학교시설 확충,10780000
,시설확충 및 개선,10780000
학교 재무활동,학교 재무활동,0
,반환금,0
,예비비,0
세출합계,세출합계,4889201738
