정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,3264411210
,교직원보수,2206272250
,기타 교직원 보수,1016786660
,교직원 복지 및 역량강화,41352300
학생복지/교육격차 해소,학생복지/교육격차 해소,504893009
,급식 관리,404215570
,기숙사 관리,0
,보건관리,47716049
,교육격차 해소,311160
,학생복지,52650230
기본적 교육활동,기본적 교육활동,262630740
,교과 활동,86589620
,창의적 체험활동,154712390
,자유학기(년) 활동,21328730
선택적 교육활동,선택적 교육활동,62098739
,방과후학교 운영,6120000
,직업교육,0
,국제교육,0
,독서활동,55778739
,교기육성,0
,기타 선택적 교육활동,200000
교육활동 지원,교육활동 지원,671698889
,교무업무 운영,66818189
,생활지도 운영,21637570
,연구학교 운영,0
,학습지원실 운영,5730940
,교육여건 개선,577512190
학교 일반운영,학교 일반운영,230781618
,학교기관운영,42281258
,시설 장비 유지,187570960
,학교운영 협력,929400
학교시설 확충,학교시설 확충,318525000
,시설확충 및 개선,318525000
학교 재무활동,학교 재무활동,0
,반환금,0
,예비비,0
세출합계,세출합계,5315039205
