파일명,정부이전수입,기타이전수입,학부모부담수입,미사용,행정활동수입,기타,학교급
전북특별자치도교육청_고등_예산_세입_2024.csv,376947034000,4554734000,66660201000,0,2179813000,2782808000,고등
전북특별자치도교육청_고등_예산_세입_2022.csv,368487132000,3986638000,67122815000,0,1312087000,3621137000,고등
전북특별자치도교육청_고등_예산_세입_2023.csv,389928947000,4592972000,69623172000,0,1832810000,3077149000,고등
전북특별자치도교육청_중등_예산_세입_2023.csv,202984588000,989566000,15954751000,0,739084000,1119526000,중등
전북특별자치도교육청_초등_예산_세입_2024.csv,194578249000,2905870000,48128107000,0,1186890000,2173200000,초등
전북특별자치도교육청_중등_예산_세입_2022.csv,196359528000,723056000,15336274000,0,518305000,1334508000,중등
전북특별자치도교육청_초등_예산_세입_2022.csv,172105429000,2742935000,52961416000,0,515904000,2808973000,초등
전북특별자치도교육청_초등_예산_세입_2023.csv,190364335000,3255899000,51927552000,0,950362000,2116697000,초등
전북특별자치도교육청_중등_예산_세입_2024.csv,207621825000,1022608000,16129954000,0,821887000,1005687000,중등
고등_합계,1135363113000,13134344000,203406188000,0,5324710000,9481094000,고등
중등_합계,606965941000,2735230000,47420979000,0,2079276000,3459721000,중등
초등_합계,557048013000,8904704000,153017075000,0,2653156000,7098870000,초등
2024_합계,779147108000,8483212000,130918262000,0,4188590000,5961695000,전체
2022_합계,736952089000,7452629000,135420505000,0,2346296000,7764618000,전체
2023_합계,783277870000,8838437000,137505475000,0,3522256000,6313372000,전체
