파일명,정부이전수입,기타이전수입,학부모부담수입,미사용,행정활동수입,기타,학교급,학교 수
경기도교육청_사립_고등_결산_세입_2022.csv,1040773422035.0,30492063743.0,138230201824.0,0.0,7110688412.0,51247334993.0,고등,136
경기도교육청_사립_고등_결산_세입_2023.csv,1182940584740.0,30943723665.0,156875790802.0,0.0,9301588420.0,54399270767.0,고등,136
경기도교육청_사립_고등_결산_세입_2024.csv,1249738931245.0,32747232560.0,183948397473.0,0.0,11987001836.0,129781904478.0,고등,136
경기도교육청_사립_중등_결산_세입_2022.csv,342684008914.0,4646499593.0,15030168164.0,0.0,889259060.0,10824599519.0,중등,87
경기도교육청_사립_초등_결산_세입_2023.csv,3772674370.0,1247874410.0,16871779670.0,0.0,359564231.0,2787838652.0,초등,3
경기도교육청_사립_초등_결산_세입_2022.csv,4779984840.0,1456150720.0,15116024380.0,0.0,338055484.0,1920080418.0,초등,3
경기도교육청_사립_중등_결산_세입_2023.csv,392062647688.0,4414499050.0,17833674274.0,0.0,1922482256.0,16243653893.0,중등,87
경기도교육청_사립_중등_결산_세입_2024.csv,406462809556.0,5395047716.0,20444877020.0,0.0,2245548275.0,42341701866.0,중등,87
경기도교육청_사립_초등_결산_세입_2024.csv,5998017110.0,1192120940.0,18377721700.0,0.0,399852326.0,2852359236.0,초등,3
고등_평균,1157817646006.6667,31394339989.333332,159684796699.66666,0.0,9466426222.666666,78476170079.33333,고등,408
중등_평균,380403155386.0,4818682119.666667,17769573152.666668,0.0,1685763197.0,23136651759.333332,중등,261
초등_평균,4850225440.0,1298715356.6666667,16788508583.333334,0.0,365824013.6666667,2520092768.6666665,초등,9
전체_평균,843242588724.8171,20764388181.550148,103156861686.66667,0.0,6350410780.80826,56164637664.41298,전체,678
