SCHUL_CRSE_SC_VALUE_NM,FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,SCHUL_CRSE_SC_VALUE,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,PBAN_EXCP_YN,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,BNHH_YN,SCHUL_NM,PBAN_EXCP_RSN
중,국립,3,충청북도 청주시 흥덕구,3.0,교육부,충청북도교육청,A000000001,N,복식부기,결산세입,48061714,4336300,0,62364000,538878080,S000003535,1231357000,A000000001,12,N,한국교원대학교부설미호중학교,
,국립,3,충청북도 청주시 흥덕구,,교육부,충청북도교육청,A000000001,N,복식부기,결산세입,244318273,6690014,0,121070392,652582930,S000003570,1179078100,A000000001,12,N,충북대학교사범대학부설중학교,
중,공립,3,충청북도 괴산군,3.0,충청북도괴산증평교육지원청,충청북도교육청,M100000052,N,미지정,결산세입,78413390,2307910,0,28129500,5975000,S110000261,737320070,M100000001,12,N,괴산북중학교,
,공립,3,충청북도 괴산군,,충청북도괴산증평교육지원청,충청북도교육청,M100000052,N,복식부기,결산세입,16504460,1145810,0,19945015,2000000,S110000263,720504000,M100000001,12,N,괴산중학교,
중,공립,3,충청북도 괴산군,3.0,충청북도괴산증평교육지원청,충청북도교육청,M100000052,N,복식부기,결산세입,33896890,344490,0,11082140,0,S110000267,283204000,M100000001,12,N,송면중학교,
,공립,3,충청북도 괴산군,,충청북도괴산증평교육지원청,충청북도교육청,M100000052,N,복식부기,결산세입,46446100,1668275,0,12003410,0,S110000269,325569120,M100000001,12,N,연풍중학교,
,공립,3,충청북도 증평군,,충청북도괴산증평교육지원청,충청북도교육청,M100000052,N,복식부기,결산세입,29015460,1531770,0,42665680,4620000,S110000271,987634510,M100000001,12,N,증평여자중학교,
,공립,3,충청북도 증평군,,충청북도괴산증평교육지원청,충청북도교육청,M100000052,N,미지정,결산세입,88018580,5532220,0,57949288,10700000,S110000272,1482926480,M100000001,12,N,증평중학교,
,공립,3,충청북도 괴산군,,충청북도괴산증평교육지원청,충청북도교육청,M100000052,N,복식부기,결산세입,19283480,1095940,0,10685520,0,S110000274,357648980,M100000001,12,N,청천중학교,
중,공립,3,충청북도 괴산군,3.0,충청북도괴산증평교육지원청,충청북도교육청,M100000052,N,복식부기,결산세입,7932480,456290,0,11825140,0,S110000275,321916080,M100000001,12,N,칠성중학교,
중,공립,3,충청북도 단양군,3.0,충청북도단양교육지원청,충청북도교육청,M100000060,N,복식부기,결산세입,20508491,2163179,0,11588100,21579100,S110000351,519296780,M100000001,12,N,단성중학교,
,공립,3,충청북도 단양군,,충청북도단양교육지원청,충청북도교육청,M100000060,N,복식부기,결산세입,78464460,5431298,0,48359310,67319950,S110000353,2021220690,M100000001,12,N,단양중학교,
중,공립,3,충청북도 단양군,3.0,충청북도단양교육지원청,충청북도교육청,M100000060,N,복식부기,결산세입,16512520,2699650,0,28980620,34810000,S110000354,700584720,M100000001,12,N,매포중학교,
중,공립,3,충청북도 단양군,3.0,충청북도단양교육지원청,충청북도교육청,M100000060,N,복식부기,결산세입,9719617,2480187,0,9578800,20523000,S110000356,355922690,M100000001,12,N,영춘중학교,
,공립,3,충청북도 보은군,,충청북도보은교육지원청,충청북도교육청,M100000065,N,복식부기,결산세입,27086940,634950,0,12532990,5290000,S110000416,339508470,M100000001,12,N,보덕중학교,
중,공립,3,충청북도 보은군,3.0,충청북도보은교육지원청,충청북도교육청,M100000065,N,미지정,결산세입,57896313,1254546,0,29528560,10106450,S110000417,758138620,M100000001,12,N,보은여자중학교,
중,공립,3,충청북도 보은군,3.0,충청북도보은교육지원청,충청북도교육청,M100000065,N,미지정,결산세입,32766550,12163136,0,40862010,100000,S110000418,1059024010,M100000001,12,N,보은중학교,
,공립,3,충청북도 보은군,,충청북도보은교육지원청,충청북도교육청,M100000065,N,복식부기,결산세입,143276140,3820890,0,31074610,1000000,S110000420,1221475970,M100000001,12,N,속리산중학교,
,공립,3,충청북도 보은군,,충청북도보은교육지원청,충청북도교육청,M100000065,N,미지정,결산세입,46589600,470086,0,11219580,4720000,S110000421,323030500,M100000001,12,N,회인중학교,
,공립,3,충청북도 영동군,,충청북도영동교육지원청,충청북도교육청,M100000071,N,복식부기,결산세입,38660920,5087010,0,43797680,43262800,S110000485,1359717170,M100000001,12,N,영동중학교,
중,공립,3,충청북도 영동군,3.0,충청북도영동교육지원청,충청북도교육청,M100000071,N,미지정,결산세입,6520265,218658,0,542660,0,S110000491,298450070,M100000001,12,N,학산중학교,
중,공립,3,충청북도 옥천군,3.0,충청북도옥천교육지원청,충청북도교육청,M100000077,N,복식부기,결산세입,10392208,3015472,0,14241230,14357000,S110000560,363946060,M100000001,12,N,안내중학교,
,공립,3,충청북도 옥천군,,충청북도옥천교육지원청,충청북도교육청,M100000077,N,복식부기,결산세입,39448370,5820498,0,55633520,22173960,S110000561,1990079720,M100000001,12,N,옥천여자중학교,
,공립,3,충청북도 옥천군,,충청북도옥천교육지원청,충청북도교육청,M100000077,N,복식부기,결산세입,22276591,1536589,0,73617420,36700000,S110000562,1481164570,M100000001,12,N,옥천중학교,
,공립,3,충청북도 옥천군,,충청북도옥천교육지원청,충청북도교육청,M100000077,N,미지정,결산세입,8343491,5263840,0,13165390,2000000,S110000563,412724520,M100000001,12,N,이원중학교,
중,공립,3,충청북도 옥천군,3.0,충청북도옥천교육지원청,충청북도교육청,M100000077,N,미지정,결산세입,9756145,4042738,0,15688950,4968410,S110000565,434364130,M100000001,12,N,청산중학교,
,공립,3,충청북도 음성군,,충청북도음성교육지원청,충청북도교육청,M100000083,N,복식부기,결산세입,26867370,2516505,0,19787260,0,S110000614,521182500,M100000001,12,N,감곡중학교,
