SCHUL_CRSE_SC_VALUE_NM,FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,SCHUL_CRSE_SC_VALUE,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,AMT8,PBAN_EXCP_YN,AMT7,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,YESAN_PER_HEAD,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,BNHH_YN,SCHUL_NM,PBAN_EXCP_RSN
중,국립,3,충청북도 청주시 흥덕구,3.0,충청북도청주교육지원청,충청북도교육청,A000000001,0,N,22511780,미지정,결산세출,550485050,110042740,60993830,452206255,699636010,S000003535,119902560,5448049.3,A000000001,12,N,한국교원대학교부설미호중학교,
,국립,3,충청북도 청주시 흥덕구,,충청북도청주교육지원청,충청북도교육청,A000000001,700000,N,0,미지정,결산세출,629805500,76821520,134839590,354224290,747738080,S000003570,91796230,4368938.2,A000000001,12,N,충북대학교사범대학부설중학교,
중,공립,3,충청북도 괴산군,3.0,충청북도괴산증평교육지원청,충청북도교육청,M100000052,0,N,0,미지정,결산세출,208912150,87278820,92268680,435655060,219975580,S110000261,12451920,6772706.5,M100000001,12,N,괴산북중학교,
,공립,3,충청북도 괴산군,,충청북도괴산증평교육지원청,충청북도교육청,M100000052,0,N,0,미지정,결산세출,210655250,57502110,125941540,205870620,256029990,S110000263,12273390,5788486.0,M100000001,12,N,괴산중학교,
중,공립,3,충청북도 괴산군,3.0,충청북도괴산증평교육지원청,충청북도교육청,M100000052,0,N,0,복식부기,결산세출,147002190,49114740,38097940,69221140,71734280,S110000267,9594750,16031876.7,M100000001,12,N,송면중학교,
,공립,3,충청북도 괴산군,,충청북도괴산증평교육지원청,충청북도교육청,M100000052,0,N,0,미지정,결산세출,98627030,61805150,38635200,101498040,39704050,S110000269,8151530,31674636.4,M100000001,12,N,연풍중학교,
,공립,3,충청북도 증평군,,충청북도괴산증평교육지원청,충청북도교육청,M100000052,2700,N,0,복식부기,결산세출,247347110,77702690,309783660,309330410,393668290,S110000271,25739230,4530146.5,M100000001,12,N,증평여자중학교,
중,공립,3,충청북도 증평군,3.0,충청북도괴산증평교육지원청,충청북도교육청,M100000052,53100,N,0,미지정,결산세출,325021900,120630800,346018250,572823020,559350610,S110000272,28736400,4329565.6,M100000001,12,N,증평중학교,
,공립,3,충청북도 괴산군,,충청북도괴산증평교육지원청,충청북도교육청,M100000052,0,N,0,복식부기,결산세출,158897500,61963320,91953730,97765460,61933850,S110000274,5945490,15948645.0,M100000001,12,N,청천중학교,
중,공립,3,충청북도 괴산군,3.0,충청북도괴산증평교육지원청,충청북도교육청,M100000052,0,N,0,미지정,결산세출,140422460,8078790,36515900,98296910,60789310,S110000275,5548020,12056944.5,M100000001,12,N,칠성중학교,
중,공립,3,충청북도 단양군,3.0,충청북도단양교육지원청,충청북도교육청,M100000060,0,N,1920000,복식부기,결산세출,166333810,50005628,153668130,171872872,128396490,S110000351,6105130,20554607.9,M100000001,12,N,단성중학교,
,공립,3,충청북도 단양군,,충청북도단양교육지원청,충청북도교육청,M100000060,36150,N,47171000,복식부기,결산세출,183110700,211408950,172745580,716138700,316908630,S110000353,26740270,6889958.8,M100000001,12,N,단양중학교,
중,공립,3,충청북도 단양군,3.0,충청북도단양교육지원청,충청북도교육청,M100000060,0,N,6000000,복식부기,결산세출,184840232,50709500,160028925,245786145,192930948,S110000354,15173360,9947315.2,M100000001,12,N,매포중학교,
중,공립,3,충청북도 단양군,3.0,충청북도단양교육지원청,충청북도교육청,M100000060,4562,N,0,복식부기,결산세출,136467760,18193790,52851610,142347040,69355020,S110000356,15030240,16701923.9,M100000001,12,N,영춘중학교,
중,공립,3,충청북도 보은군,3.0,충청북도보은교육지원청,충청북도교육청,M100000065,0,N,30000000,복식부기,결산세출,159801870,51882460,30783320,121261650,82955010,S110000416,10699000,15230728.4,M100000001,12,N,보덕중학교,
중,공립,3,충청북도 보은군,3.0,충청북도보은교육지원청,충청북도교육청,M100000065,0,N,0,복식부기,결산세출,138879320,124408890,127103110,216816550,217371080,S110000417,12633250,4600067.0,M100000001,12,N,보은여자중학교,
중,공립,3,충청북도 보은군,3.0,충청북도보은교육지원청,충청북도교육청,M100000065,0,N,100944430,복식부기,결산세출,259287900,84077360,229140570,405482030,357424480,S110000418,21817870,6568354.2,M100000001,12,N,보은중학교,
,공립,3,충청북도 보은군,,충청북도보은교육지원청,충청북도교육청,M100000065,0,N,0,미지정,결산세출,244083970,54592700,55488730,260162460,634256850,S110000420,13830730,16395005.7,M100000001,12,N,속리산중학교,
,공립,3,충청북도 보은군,,충청북도보은교육지원청,충청북도교육청,M100000065,0,N,0,복식부기,결산세출,97875457,65168000,44214590,100784890,74780540,S110000421,9810970,14022658.8,M100000001,12,N,회인중학교,
중,공립,3,충청북도 영동군,3.0,충청북도영동교육지원청,충청북도교육청,M100000071,0,N,0,미지정,결산세출,275561490,249028920,366947670,384994287,496268143,S110000485,23420780,4989503.6,M100000001,12,N,영동중학교,
중,공립,3,충청북도 영동군,3.0,충청북도영동교육지원청,충청북도교육청,M100000071,0,N,0,미지정,결산세출,113297700,26968250,31619630,121616510,35702740,S110000491,9322210,18807057.8,M100000001,12,N,학산중학교,
중,공립,3,충청북도 옥천군,3.0,충청북도옥천교육지원청,충청북도교육청,M100000077,886790,N,0,미지정,결산세출,123447790,74467440,62909390,194583730,123990410,S110000560,5872560,34479888.8,M100000001,12,N,안내중학교,
