정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,37124780
,교직원보수,0
,기타 교직원 보수,31748960
,교직원 복지 및 역량강화,5375820
학생복지/교육격차 해소,학생복지/교육격차 해소,921098050
,급식 관리,662603910
,기숙사 관리,0
,보건관리,63520860
,교육격차 해소,0
,학생복지,194973280
기본적 교육활동,기본적 교육활동,316955670
,교과 활동,296697000
,창의적 체험활동,20258670
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,414182140
,방과후학교 운영,266917710
,직업교육,0
,국제교육,0
,독서활동,49149180
,교기육성,91935250
,기타 선택적 교육활동,6180000
교육활동 지원,교육활동 지원,1013310220
,교무업무 운영,118673530
,생활지도 운영,37462380
,연구학교 운영,107453140
,학습지원실 운영,26477690
,교육여건 개선,723243480
학교 일반운영,학교 일반운영,225613980
,학교기관운영,62485710
,시설 장비 유지,158041520
,학교운영 협력,5086750
학교시설 확충,학교시설 확충,0
,시설확충 및 개선,0
학교 재무활동,학교 재무활동,32114550
,반환금,32114550
,예비비,0
세출합계,세출합계,2960399390
