정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,35582010
,교직원보수,0
,기타 교직원 보수,32175710
,교직원 복지 및 역량강화,3406300
학생복지/교육격차 해소,학생복지/교육격차 해소,823934330
,급식 관리,753514130
,기숙사 관리,0
,보건관리,52972730
,교육격차 해소,0
,학생복지,17447470
기본적 교육활동,기본적 교육활동,424266260
,교과 활동,370640870
,창의적 체험활동,53625390
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,497591270
,방과후학교 운영,349266670
,직업교육,0
,국제교육,0
,독서활동,54622680
,교기육성,93501920
,기타 선택적 교육활동,200000
교육활동 지원,교육활동 지원,252007080
,교무업무 운영,29600900
,생활지도 운영,28707160
,연구학교 운영,98957310
,학습지원실 운영,24829720
,교육여건 개선,69911990
학교 일반운영,학교 일반운영,276125930
,학교기관운영,92987590
,시설 장비 유지,178200130
,학교운영 협력,4938210
학교시설 확충,학교시설 확충,0
,시설확충 및 개선,0
학교 재무활동,학교 재무활동,11733000
,반환금,11733000
,예비비,0
세출합계,세출합계,2321239880
