정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,41331660
,교직원보수,0
,기타 교직원 보수,33432660
,교직원 복지 및 역량강화,7899000
학생복지/교육격차 해소,학생복지/교육격차 해소,829737900
,급식 관리,729061510
,기숙사 관리,0
,보건관리,93773390
,교육격차 해소,0
,학생복지,6903000
기본적 교육활동,기본적 교육활동,470096810
,교과 활동,381221100
,창의적 체험활동,88875710
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,448336800
,방과후학교 운영,283859830
,직업교육,0
,국제교육,11979760
,독서활동,59381790
,교기육성,87920390
,기타 선택적 교육활동,5195030
교육활동 지원,교육활동 지원,717757540
,교무업무 운영,26085480
,생활지도 운영,38652810
,연구학교 운영,105340100
,학습지원실 운영,30158390
,교육여건 개선,517520760
학교 일반운영,학교 일반운영,322632090
,학교기관운영,139766080
,시설 장비 유지,175388370
,학교운영 협력,7477640
학교시설 확충,학교시설 확충,0
,시설확충 및 개선,0
학교 재무활동,학교 재무활동,31890000
,반환금,31890000
,예비비,0
세출합계,세출합계,2861782800
