정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,8699980
,교직원보수,0
,기타 교직원 보수,8209980
,교직원 복지 및 역량강화,490000
학생복지/교육격차 해소,학생복지/교육격차 해소,180609340
,급식 관리,142015200
,기숙사 관리,0
,보건관리,37295170
,교육격차 해소,0
,학생복지,1298970
기본적 교육활동,기본적 교육활동,159613850
,교과 활동,104413270
,창의적 체험활동,15241520
,자유학기(년) 활동,39959060
선택적 교육활동,선택적 교육활동,104121290
,방과후학교 운영,93491460
,직업교육,0
,국제교육,0
,독서활동,10629830
,교기육성,0
,기타 선택적 교육활동,0
교육활동 지원,교육활동 지원,236391230
,교무업무 운영,5087280
,생활지도 운영,19005460
,연구학교 운영,0
,학습지원실 운영,10173290
,교육여건 개선,202125200
학교 일반운영,학교 일반운영,224887680
,학교기관운영,99074230
,시설 장비 유지,123734070
,학교운영 협력,2079380
학교시설 확충,학교시설 확충,560619200
,시설확충 및 개선,560619200
학교 재무활동,학교 재무활동,0
,반환금,0
,예비비,0
세출합계,세출합계,1474942570
