정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,21440970
,교직원보수,0
,기타 교직원 보수,9900000
,교직원 복지 및 역량강화,11540970
학생복지/교육격차 해소,학생복지/교육격차 해소,322214390
,급식 관리,204384660
,기숙사 관리,0
,보건관리,22715170
,교육격차 해소,50050000
,학생복지,45064560
기본적 교육활동,기본적 교육활동,165620270
,교과 활동,147687750
,창의적 체험활동,17932520
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,154971160
,방과후학교 운영,136773750
,직업교육,0
,국제교육,0
,독서활동,17210590
,교기육성,0
,기타 선택적 교육활동,986820
교육활동 지원,교육활동 지원,157582290
,교무업무 운영,45400960
,생활지도 운영,10627000
,연구학교 운영,4270220
,학습지원실 운영,9915830
,교육여건 개선,87368280
학교 일반운영,학교 일반운영,162939890
,학교기관운영,36608620
,시설 장비 유지,125109420
,학교운영 협력,1221850
학교시설 확충,학교시설 확충,40624900
,시설확충 및 개선,40624900
학교 재무활동,학교 재무활동,22906610
,반환금,22906610
,예비비,0
세출합계,세출합계,1048300480
