FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,AMT8,PBAN_EXCP_YN,AMT7,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,YESAN_PER_HEAD,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,BNHH_YN,SCHUL_NM,SCHUL_CRSE_SC_VALUE_NM,SCHUL_CRSE_SC_VALUE
사립,2,대전광역시 중구,대전광역시동부교육지원청,대전광역시교육청,G100000108,1869910,N,365341190,복식부기,결산세출,691977396,226070940,1116612830,1031932654,1495162540,S060000341,3203584000,12746945.9,G100000001,6,N,대전성모초등학교,,
사립,2,대전광역시 서구,대전광역시서부교육지원청,대전광역시교육청,G100000138,9765620,N,0,미지정,결산세출,328002680,449814920,757996290,750010440,1218954650,S060000520,1853857910,9385319.1,G100000001,6,N,대전삼육초등학교,초,2.0
