SCHUL_CRSE_SC_VALUE_NM,FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,SCHUL_CRSE_SC_VALUE,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,AMT8,PBAN_EXCP_YN,AMT7,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,YESAN_PER_HEAD,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,HS_KND_SC_NM,BNHH_YN,SCHUL_NM
,사립,4,대전광역시 대덕구,,대전광역시교육청,대전광역시교육청,G100000001,50573190,N,565849000,복식부기,결산세출,445956090,2211226230,465943530,743280257,1068117480,S060000164,5160490600,20798905.6,G100000001,6,특성화고등학교,N,대전생활과학고등학교
,사립,4,대전광역시 동구,,대전광역시교육청,대전광역시교육청,G100000001,45354423,N,302042050,복식부기,결산세출,555139600,317137260,1161003330,939914200,789071800,S060000165,4935613910,17770680.9,G100000001,6,특성화고등학교,N,계룡디지텍고등학교
고,사립,4,대전광역시 중구,4.0,대전광역시교육청,대전광역시교육청,G100000001,25265000,N,660075360,복식부기,결산세출,456096380,357301530,144572300,148004870,986701720,S060000166,5207443700,12838361.5,G100000001,6,일반고등학교,N,남대전고등학교
,사립,4,대전광역시 중구,,대전광역시교육청,대전광역시교육청,G100000001,0,N,381003130,복식부기,결산세출,521083630,547816340,388547040,228675310,3037369960,S060000171,5302324580,10533218.6,G100000001,6,자율고등학교,N,대전대성고등학교
,사립,4,대전광역시 동구,,대전광역시교육청,대전광역시교육청,G100000001,6968330,N,2172906060,미지정,결산세출,538855200,827605270,1006126830,202089880,1166384380,S060000173,6368443310,19232205.4,G100000001,6,특성화고등학교,N,대전대성여자고등학교
고,사립,4,대전광역시 서구,4.0,대전광역시교육청,대전광역시교육청,G100000001,8490120,N,1131086670,미지정,결산세출,525483760,587765830,300834770,472058790,2333851630,S060000181,5350949000,10210219.8,G100000001,6,자율고등학교,N,대전대신고등학교
고,사립,4,대전광역시 중구,4.0,대전광역시교육청,대전광역시교육청,G100000001,0,N,136512000,복식부기,결산세출,498873410,472229140,333316480,221188960,1527275760,S060000182,6369978490,13934947.9,G100000001,6,일반고등학교,N,대전동산고등학교
,사립,4,대전광역시 동구,,대전광역시교육청,대전광역시교육청,G100000001,5338960,N,4506002780,복식부기,결산세출,613617600,411112300,1140012810,4463404830,1685179370,S060000183,6805786010,33047903.5,G100000001,6,특수목적고등학교,N,동아마이스터고등학교
,사립,4,대전광역시 서구,,대전광역시교육청,대전광역시교육청,G100000001,2306120,N,66460650,복식부기,결산세출,304046000,408929440,433219720,218617350,734401090,S060000187,4343407780,14469751.4,G100000001,6,일반고등학교,N,대전제일고등학교
,사립,4,대전광역시 중구,,대전광역시교육청,대전광역시교육청,G100000001,5131000,N,157979820,미지정,결산세출,443767590,434319960,87532450,243775510,890293590,S060000191,4245461480,11985748.4,G100000001,6,일반고등학교,N,대전성모여자고등학교
,사립,4,대전광역시 중구,,대전광역시교육청,대전광역시교육청,G100000001,12201692,N,1361305870,미지정,결산세출,397684130,323138540,612397120,247202460,1203793142,S060000193,5111426630,17390524.5,G100000001,6,특성화고등학교,N,대전신일여자고등학교
고,사립,4,대전광역시 중구,4.0,대전광역시교육청,대전광역시교육청,G100000001,6934700,N,0,복식부기,결산세출,581143746,505085830,2006473404,78859530,905016462,S060000197,5410663640,16656451.4,G100000001,6,특성화고등학교,N,대전여자상업고등학교
,사립,4,대전광역시 유성구,,대전광역시교육청,대전광역시교육청,G100000001,5547590,N,40000000,미지정,결산세출,422215360,141824410,296262810,173365770,821184770,S060000199,3522196050,9530047.0,G100000001,6,일반고등학교,N,대전예술고등학교
