SCHUL_CRSE_SC_VALUE_NM,FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,SCHUL_CRSE_SC_VALUE,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,PBAN_EXCP_YN,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,HS_KND_SC_NM,BNHH_YN,SCHUL_NM,PBAN_EXCP_RSN
,사립,4,대전광역시 대덕구,,대전광역시교육청,대전광역시교육청,G100000001,N,복식부기,예산세입,17000000,11102000,0,176158000,180419000,S060000164,7003048000,G100000001,6,특성화고등학교,N,대전생활과학고등학교,
,사립,4,대전광역시 동구,,대전광역시교육청,대전광역시교육청,G100000001,N,복식부기,예산세입,21115000,13363000,0,167197000,24239000,S060000165,6405418000,G100000001,6,특성화고등학교,N,계룡디지텍고등학교,
고,사립,4,대전광역시 중구,4.0,대전광역시교육청,대전광역시교육청,G100000001,N,복식부기,예산세입,4000000,14270000,0,546740000,23000000,S060000166,6380789000,G100000001,6,일반고등학교,N,남대전고등학교,
,사립,4,대전광역시 중구,,대전광역시교육청,대전광역시교육청,G100000001,N,복식부기,예산세입,150000000,63897000,0,9636951000,844677000,S060000171,61862000,G100000001,6,자율고등학교,N,대전대성고등학교,
,사립,4,대전광역시 동구,,대전광역시교육청,대전광역시교육청,G100000001,N,복식부기,예산세입,15394000,17400000,0,223750000,240087000,S060000173,8197287000,G100000001,6,특성화고등학교,N,대전대성여자고등학교,
고,사립,4,대전광역시 서구,4.0,대전광역시교육청,대전광역시교육청,G100000001,N,복식부기,예산세입,233921000,113060000,0,8957797000,708869000,S060000181,964775000,G100000001,6,자율고등학교,N,대전대신고등학교,
고,사립,4,대전광역시 중구,4.0,대전광역시교육청,대전광역시교육청,G100000001,N,복식부기,예산세입,3000000,900000,0,1079654000,364330000,S060000182,7793600000,G100000001,6,일반고등학교,N,대전동산고등학교,
,사립,4,대전광역시 동구,,대전광역시교육청,대전광역시교육청,G100000001,N,복식부기,예산세입,15000000,46800000,0,994960000,12000000,S060000183,9235128000,G100000001,6,특수목적고등학교,N,동아마이스터고등학교,
,사립,4,대전광역시 서구,,대전광역시교육청,대전광역시교육청,G100000001,N,복식부기,예산세입,19800000,64130000,0,768390000,9460000,S060000187,5978318000,G100000001,6,일반고등학교,N,대전제일고등학교,
,사립,4,대전광역시 중구,,대전광역시교육청,대전광역시교육청,G100000001,N,복식부기,예산세입,10000000,18000000,0,205659000,5200000,S060000191,5589471000,G100000001,6,일반고등학교,N,대전성모여자고등학교,
,사립,4,대전광역시 중구,,대전광역시교육청,대전광역시교육청,G100000001,N,복식부기,예산세입,7845000,9200000,0,363090000,352560000,S060000193,6649650000,G100000001,6,특성화고등학교,N,대전신일여자고등학교,
고,사립,4,대전광역시 중구,4.0,대전광역시교육청,대전광역시교육청,G100000001,N,복식부기,예산세입,12786000,10803000,0,186320000,15000000,S060000197,6747061000,G100000001,6,특성화고등학교,N,대전여자상업고등학교,
,사립,4,대전광역시 유성구,,대전광역시교육청,대전광역시교육청,G100000001,N,복식부기,예산세입,12005000,55278000,0,844872000,86874000,S060000199,5614053000,G100000001,6,일반고등학교,N,대전예술고등학교,
,사립,4,대전광역시 중구,,대전광역시교육청,대전광역시교육청,G100000001,N,복식부기,예산세입,10000000,25640000,0,504239000,295212000,S060000202,6331426000,G100000001,6,일반고등학교,N,대전중앙고등학교,
고,사립,4,대전광역시 중구,4.0,대전광역시교육청,대전광역시교육청,G100000001,N,복식부기,예산세입,0,12050000,0,1312690000,12644000,S060000205,5848107000,G100000001,6,일반고등학교,N,대전한빛고등학교,
고,사립,4,대전광역시 서구,4.0,대전광역시교육청,대전광역시교육청,G100000001,N,복식부기,예산세입,5688000,7860000,0,350519000,35000000,S060000207,6700933000,G100000001,6,일반고등학교,N,동방고등학교,
,사립,4,대전광역시 동구,,대전광역시교육청,대전광역시교육청,G100000001,N,복식부기,예산세입,2000000,8140000,0,808777000,100000000,S060000211,7546384000,G100000001,6,일반고등학교,N,명석고등학교,
,사립,4,대전광역시 동구,,대전광역시교육청,대전광역시교육청,G100000001,N,복식부기,예산세입,0,14120000,0,632460000,294735000,S060000212,8030892000,G100000001,6,일반고등학교,N,보문고등학교,
,사립,4,대전광역시 대덕구,,대전광역시교육청,대전광역시교육청,G100000001,N,복식부기,예산세입,5000000,22800000,0,765840000,453370000,S060000213,5382990000,G100000001,6,일반고등학교,N,대전이문고등학교,
고,사립,4,대전광역시 서구,4.0,대전광역시교육청,대전광역시교육청,G100000001,N,복식부기,예산세입,165568000,19100000,0,836859000,26700000,S060000214,6262327000,G100000001,6,일반고등학교,N,서대전고등학교,
,사립,4,대전광역시 서구,,대전광역시교육청,대전광역시교육청,G100000001,N,복식부기,예산세입,0,25217000,0,132350000,60000000,S060000216,5358604000,G100000001,6,일반고등학교,N,서대전여자고등학교,
,사립,4,대전광역시 서구,,대전광역시교육청,대전광역시교육청,G100000001,N,복식부기,예산세입,15000000,9700000,0,576600000,88741000,S060000217,6510470000,G100000001,6,일반고등학교,N,서일고등학교,
,사립,4,대전광역시 서구,,대전광역시교육청,대전광역시교육청,G100000001,N,복식부기,예산세입,10000000,6520000,0,347342000,71241000,S060000219,5674478000,G100000001,6,일반고등학교,N,서일여자고등학교,
,사립,4,대전광역시 동구,,대전광역시교육청,대전광역시교육청,G100000001,N,복식부기,예산세입,26414000,11904000,0,929510000,297908000,S060000225,6873709000,G100000001,6,일반고등학교,N,우송고등학교,
고,사립,4,대전광역시 유성구,4.0,대전광역시교육청,대전광역시교육청,G100000001,N,복식부기,예산세입,13299000,10070000,0,468503000,24600000,S060000229,5673528000,G100000001,6,일반고등학교,N,유성여자고등학교,
,사립,4,대전광역시 유성구,,대전광역시교육청,대전광역시교육청,G100000001,N,복식부기,예산세입,0,15699000,0,493218000,131769000,S060000231,6342393000,G100000001,6,일반고등학교,N,중일고등학교,
고,사립,4,대전광역시 중구,4.0,대전광역시교육청,대전광역시교육청,G100000001,N,복식부기,예산세입,20000000,30506000,0,329577000,2000000,S060000232,7003987000,G100000001,6,일반고등학교,N,청란여자고등학교,
,사립,4,대전광역시 중구,,대전광역시교육청,대전광역시교육청,G100000001,N,복식부기,예산세입,42378000,12520000,0,477589000,307748000,S060000243,6871558000,G100000001,6,일반고등학교,N,호수돈여자고등학교,
