SCHUL_CRSE_SC_VALUE_NM,FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,SCHUL_CRSE_SC_VALUE,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,PBAN_EXCP_YN,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,HS_KND_SC_NM,BNHH_YN,SCHUL_NM,PBAN_EXCP_RSN
,사립,4,대전광역시 대덕구,,대전광역시교육청,대전광역시교육청,G100000001,N,복식부기,결산세입,10114448,91073392,0,196128680,158236570,S060000164,13821855210,G100000001,6,특성화고등학교,N,대전생활과학고등학교,
,사립,4,대전광역시 동구,,대전광역시교육청,대전광역시교육청,G100000001,N,복식부기,결산세입,321140541,96208116,0,76091460,308554220,S060000165,11275876070,G100000001,6,특성화고등학교,N,계룡디지텍고등학교,
고,사립,4,대전광역시 중구,4.0,대전광역시교육청,대전광역시교육청,G100000001,N,복식부기,결산세입,9363400,28569140,0,281682400,29701930,S060000166,7437333670,G100000001,6,일반고등학교,N,남대전고등학교,
,사립,4,대전광역시 중구,,대전광역시교육청,대전광역시교육청,G100000001,N,복식부기,결산세입,240350440,155179790,0,7259236540,851629160,S060000171,3495454640,G100000001,6,자율고등학교,N,대전대성고등학교,
,사립,4,대전광역시 동구,,대전광역시교육청,대전광역시교육청,G100000001,N,복식부기,결산세입,30630450,83699000,0,99345460,265282200,S060000173,11132770200,G100000001,6,특성화고등학교,N,대전대성여자고등학교,
고,사립,4,대전광역시 서구,4.0,대전광역시교육청,대전광역시교육청,G100000001,N,복식부기,결산세입,906605030,135781850,0,6422745370,1052576910,S060000181,4739033360,G100000001,6,자율고등학교,N,대전대신고등학교,
고,사립,4,대전광역시 중구,4.0,대전광역시교육청,대전광역시교육청,G100000001,N,미지정,결산세입,15904800,39431330,0,802264070,412660820,S060000182,9851656580,G100000001,6,일반고등학교,N,대전동산고등학교,
,사립,4,대전광역시 동구,,대전광역시교육청,대전광역시교육청,G100000001,N,복식부기,결산세입,20408980,113325910,0,909741100,489531360,S060000183,14692220620,G100000001,6,특수목적고등학교,N,동아마이스터고등학교,
,사립,4,대전광역시 서구,,대전광역시교육청,대전광역시교육청,G100000001,N,미지정,결산세입,310199440,84290570,0,518007990,8963850,S060000187,10499606650,G100000001,6,일반고등학교,N,대전제일고등학교,
,사립,4,대전광역시 중구,,대전광역시교육청,대전광역시교육청,G100000001,N,복식부기,결산세입,295276080,59057020,0,187511300,17772820,S060000191,9585845990,G100000001,6,일반고등학교,N,대전성모여자고등학교,
