SCHUL_CRSE_SC_VALUE_NM,FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,SCHUL_CRSE_SC_VALUE,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,AMT8,PBAN_EXCP_YN,AMT7,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,YESAN_PER_HEAD,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,HS_KND_SC_NM,BNHH_YN,SCHUL_NM,PBAN_EXCP_RSN
,사립,4,대전광역시 대덕구,,대전광역시교육청,대전광역시교육청,G100000001,12909190,N,60522000,복식부기,결산세출,510388670,4307698400,481153860,2308579398,1081889540,S060000164,5429950610,29024727.3,G100000001,6,특성화고등학교,N,대전생활과학고등학교,
,사립,4,대전광역시 동구,,대전광역시교육청,대전광역시교육청,G100000001,36704110,N,3540297400,복식부기,결산세출,523206260,237348030,1157166440,189217490,770095260,S060000165,4479158510,24624309.7,G100000001,6,특성화고등학교,N,계룡디지텍고등학교,
고,사립,4,대전광역시 중구,4.0,대전광역시교육청,대전광역시교육청,G100000001,14710,N,70900000,복식부기,결산세출,423458890,352465280,161839500,217146150,1080444610,S060000166,5357052500,12521767.4,G100000001,6,일반고등학교,N,남대전고등학교,
,사립,4,대전광역시 중구,,대전광역시교육청,대전광역시교육청,G100000001,0,N,589948790,복식부기,결산세출,615398290,569147710,268133080,942245170,3558178190,S060000171,5288595720,12036263.4,G100000001,6,자율고등학교,N,대전대성고등학교,
,사립,4,대전광역시 동구,,대전광역시교육청,대전광역시교육청,G100000001,10771710,N,70777820,복식부기,결산세출,520712600,313192230,1535201130,287754150,1229566610,S060000173,6218887210,16949856.0,G100000001,6,특성화고등학교,N,대전대성여자고등학교,
고,사립,4,대전광역시 서구,4.0,대전광역시교육청,대전광역시교육청,G100000001,35599520,N,1797736740,복식부기,결산세출,594219370,582732710,197901120,849162510,2700575780,S060000181,5742002490,12147648.4,G100000001,6,자율고등학교,N,대전대신고등학교,
고,사립,4,대전광역시 중구,4.0,대전광역시교육청,대전광역시교육청,G100000001,0,N,1531312280,미지정,결산세출,475594490,262311140,455824900,339309300,1884251750,S060000182,6116040030,16440778.4,G100000001,6,일반고등학교,N,대전동산고등학교,
,사립,4,대전광역시 동구,,대전광역시교육청,대전광역시교육청,G100000001,6900420,N,2215635420,복식부기,결산세출,652133780,245638700,1943246510,2529944890,1925214420,S060000183,6687299330,28381809.9,G100000001,6,특수목적고등학교,N,동아마이스터고등학교,
,사립,4,대전광역시 서구,,대전광역시교육청,대전광역시교육청,G100000001,16398150,N,338772350,미지정,결산세출,337215090,1352955190,548023270,315851200,864129130,S060000187,4595651960,18556532.9,G100000001,6,일반고등학교,N,대전제일고등학교,
,사립,4,대전광역시 중구,,대전광역시교육청,대전광역시교육청,G100000001,5822850,N,2539622410,복식부기,결산세출,428060370,199699180,60177520,417632450,1041864570,S060000191,4153110740,17143391.6,G100000001,6,일반고등학교,N,대전성모여자고등학교,
,사립,4,대전광역시 중구,,대전광역시교육청,대전광역시교육청,G100000001,1287460,N,1618944480,미지정,결산세출,410282460,286369470,1002103820,378291840,1137628210,S060000193,5119787670,20782245.1,G100000001,6,특성화고등학교,N,대전신일여자고등학교,
고,사립,4,대전광역시 중구,4.0,대전광역시교육청,대전광역시교육청,G100000001,2948346,N,29999470,미지정,결산세출,490035110,299095850,1632053695,67881003,835628215,S060000197,4961689360,16122734.6,G100000001,6,특성화고등학교,N,대전여자상업고등학교,
,사립,4,대전광역시 유성구,,대전광역시교육청,대전광역시교육청,G100000001,5711440,N,335312000,복식부기,결산세출,468668990,148704040,300733300,703936070,776897700,S060000199,3277621950,12381863.1,G100000001,6,일반고등학교,N,대전예술고등학교,
,사립,4,대전광역시 중구,,대전광역시교육청,대전광역시교육청,G100000001,5886000,N,657973980,복식부기,결산세출,370634240,371889960,249005440,399608310,1194347850,S060000202,4918334390,17564903.6,G100000001,6,일반고등학교,N,대전중앙고등학교,
고,사립,4,대전광역시 중구,4.0,대전광역시교육청,대전광역시교육청,G100000001,6526310,N,2130127780,복식부기,결산세출,713334860,339789100,455451340,70961260,1560804830,S060000205,4437804210,17410035.3,G100000001,6,일반고등학교,N,대전한빛고등학교,
고,사립,4,대전광역시 서구,4.0,대전광역시교육청,대전광역시교육청,G100000001,8845030,N,2251439150,복식부기,결산세출,444455390,382993950,28622550,350661900,1207159390,S060000207,5250607220,14117759.0,G100000001,6,일반고등학교,N,동방고등학교,
,사립,4,대전광역시 동구,,대전광역시교육청,대전광역시교육청,G100000001,0,N,973157480,미지정,결산세출,561224999,273057400,293066700,309780565,1171416785,S060000211,6062624710,14038324.1,G100000001,6,일반고등학교,N,명석고등학교,
,사립,4,대전광역시 동구,,대전광역시교육청,대전광역시교육청,G100000001,0,N,1755699210,미지정,결산세출,435036180,288757830,418534610,342409440,1440510200,S060000212,6396543750,18012180.8,G100000001,6,일반고등학교,N,보문고등학교,
,사립,4,대전광역시 대덕구,,대전광역시교육청,대전광역시교육청,G100000001,0,N,2345781000,복식부기,결산세출,465553170,1723981420,184803320,221922110,1349984510,S060000213,4134929590,23378823.1,G100000001,6,일반고등학교,N,대전이문고등학교,
고,사립,4,대전광역시 서구,4.0,대전광역시교육청,대전광역시교육청,G100000001,6518690,N,1594714360,미지정,결산세출,451697310,381780370,140033970,284948250,1024074250,S060000214,4869431890,13828118.6,G100000001,6,일반고등학교,N,서대전고등학교,
,사립,4,대전광역시 서구,,대전광역시교육청,대전광역시교육청,G100000001,1457270,N,1641195510,복식부기,결산세출,407350590,390351120,47595680,86111670,710826980,S060000216,4278313590,19543158.7,G100000001,6,일반고등학교,N,서대전여자고등학교,
,사립,4,대전광역시 서구,,대전광역시교육청,대전광역시교육청,G100000001,128000,N,1189934320,미지정,결산세출,401961950,340774780,86711760,407480100,1005860080,S060000217,5390736510,15398931.1,G100000001,6,일반고등학교,N,서일고등학교,
,사립,4,대전광역시 서구,,대전광역시교육청,대전광역시교육청,G100000001,16111130,N,620319570,복식부기,결산세출,359546540,1429131580,119816950,266917590,964621780,S060000219,5028224060,17859410.1,G100000001,6,일반고등학교,N,서일여자고등학교,
,사립,4,대전광역시 동구,,대전광역시교육청,대전광역시교육청,G100000001,11230910,N,535375500,복식부기,결산세출,424270180,539647320,206017570,562703460,1525562150,S060000225,4989925730,11695123.4,G100000001,6,일반고등학교,N,우송고등학교,
고,사립,4,대전광역시 유성구,4.0,대전광역시교육청,대전광역시교육청,G100000001,40719970,N,0,미지정,결산세출,481723170,211957080,170662810,211344597,942822390,S060000229,4478148860,11428984.1,G100000001,6,일반고등학교,N,유성여자고등학교,
,사립,4,대전광역시 유성구,,대전광역시교육청,대전광역시교육청,G100000001,0,N,2070000,미지정,결산세출,426712930,2868240110,77179080,295263600,1088600800,S060000231,4912877200,15040347.9,G100000001,6,일반고등학교,N,중일고등학교,
고,사립,4,대전광역시 중구,4.0,대전광역시교육청,대전광역시교육청,G100000001,4240,N,19926500,미지정,결산세출,269839030,874740930,23804340,76404430,831011930,S060000232,5110392380,19165222.8,G100000001,6,일반고등학교,N,청란여자고등학교,
,사립,4,대전광역시 중구,,대전광역시교육청,대전광역시교육청,G100000001,6602000,N,3725611510,복식부기,결산세출,439520150,353091250,181867350,221391410,1467207740,S060000243,5168571910,19533552.9,G100000001,6,일반고등학교,N,호수돈여자고등학교,
