SCHUL_CRSE_SC_VALUE_NM,FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,SCHUL_CRSE_SC_VALUE,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,PBAN_EXCP_YN,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,HS_KND_SC_NM,BNHH_YN,SCHUL_NM
고,사립,4,대전광역시 대덕구,4.0,대전광역시교육청,대전광역시교육청,G100000001,N,복식부기,예산세입,9000000,53034000,0,202471000,216989000,S060000164,7337940000,G100000001,6,특성화고등학교,N,대전생활과학고등학교
,사립,4,대전광역시 동구,,대전광역시교육청,대전광역시교육청,G100000001,N,복식부기,예산세입,13500000,22703000,0,177317000,30925000,S060000165,6511391000,G100000001,6,특성화고등학교,N,계룡디지텍고등학교
고,사립,4,대전광역시 중구,4.0,대전광역시교육청,대전광역시교육청,G100000001,N,복식부기,예산세입,4000000,18450000,0,487800000,20000000,S060000166,6647580000,G100000001,6,일반고등학교,N,남대전고등학교
고,사립,4,대전광역시 중구,4.0,대전광역시교육청,대전광역시교육청,G100000001,N,복식부기,예산세입,150000000,69791000,0,8861966000,815236000,S060000171,1139522000,G100000001,6,자율고등학교,N,대전대성고등학교
고,사립,4,대전광역시 동구,4.0,대전광역시교육청,대전광역시교육청,G100000001,N,복식부기,예산세입,13349000,36754000,0,209247000,211684000,S060000173,8260575000,G100000001,6,특성화고등학교,N,대전대성여자고등학교
고,사립,4,대전광역시 서구,4.0,대전광역시교육청,대전광역시교육청,G100000001,N,복식부기,예산세입,384031000,120700000,0,8420467000,743307000,S060000181,1153502000,G100000001,6,자율고등학교,N,대전대신고등학교
고,사립,4,대전광역시 중구,4.0,대전광역시교육청,대전광역시교육청,G100000001,N,복식부기,예산세입,4057000,190000,0,1108834000,326372000,S060000182,9519952000,G100000001,6,일반고등학교,N,대전동산고등학교
,사립,4,대전광역시 동구,,대전광역시교육청,대전광역시교육청,G100000001,N,복식부기,예산세입,7000000,80000000,0,1018558000,12000000,S060000183,9524780000,G100000001,6,특수목적고등학교,N,동아마이스터고등학교
,사립,4,대전광역시 서구,,대전광역시교육청,대전광역시교육청,G100000001,N,복식부기,예산세입,41000000,21400000,0,865702000,9540000,S060000187,6196046000,G100000001,6,일반고등학교,N,대전제일고등학교
,사립,4,대전광역시 중구,,대전광역시교육청,대전광역시교육청,G100000001,N,복식부기,예산세입,2966000,24300000,0,378720000,9400000,S060000191,5780796000,G100000001,6,일반고등학교,N,대전성모여자고등학교
