FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,AMT8,PBAN_EXCP_YN,AMT7,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,YESAN_PER_HEAD,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,BNHH_YN,SCHUL_NM,SCHUL_CRSE_SC_VALUE_NM,SCHUL_CRSE_SC_VALUE
사립,3,대전광역시 대덕구,대전광역시동부교육지원청,대전광역시교육청,G100000108,1038000,N,286671000,복식부기,예산세출,207392000,103760000,62148000,95973000,235669000,S060000245,2086034000,18658697.0,G100000001,6,N,대전경덕중학교,,
사립,3,대전광역시 동구,대전광역시동부교육지원청,대전광역시교육청,G100000108,3439000,N,0,복식부기,예산세출,257934000,86214000,40762000,101241000,283042000,S060000247,2365434000,15690330.0,G100000001,6,N,대전대성여자중학교,,
사립,3,대전광역시 중구,대전광역시동부교육지원청,대전광역시교육청,G100000108,1627000,N,8114000,복식부기,예산세출,267920000,87165000,77598000,237068000,676811000,S060000248,2934134000,9327037.0,G100000001,6,N,대전대성중학교,,
사립,3,대전광역시 중구,대전광역시동부교육지원청,대전광역시교육청,G100000108,1185000,N,0,복식부기,예산세출,341862000,47368000,71440000,157530000,446433000,S060000253,4186783000,15632741.1,G100000001,6,N,대전동산중학교,,
사립,3,대전광역시 동구,대전광역시동부교육지원청,대전광역시교육청,G100000108,1590000,N,0,복식부기,예산세출,224695000,103776000,39680000,150278000,286158000,S060000254,1947204000,13049199.1,G100000001,6,N,우송중학교,,
사립,3,대전광역시 중구,대전광역시동부교육지원청,대전광역시교육청,G100000108,1202000,N,0,복식부기,예산세출,219526000,102837000,38455000,158158000,327204000,S060000265,2086266000,11283261.5,G100000001,6,N,대전중앙중학교,,
사립,3,대전광역시 중구,대전광역시동부교육지원청,대전광역시교육청,G100000108,1100000,N,0,복식부기,예산세출,258418000,70324000,31276000,72001000,83117000,S060000269,1645131000,29207662.2,G100000001,6,N,동명중학교,중,3.0
사립,3,대전광역시 동구,대전광역시동부교육지원청,대전광역시교육청,G100000108,5803000,N,0,복식부기,예산세출,233868000,70202000,56090000,116623000,108888000,S060000271,1955630000,9988643.1,G100000001,6,N,보문중학교,,
사립,3,대전광역시 중구,대전광역시동부교육지원청,대전광역시교육청,G100000108,927000,N,0,복식부기,예산세출,226753000,74761000,18440000,122771000,352116000,S060000272,2078311000,10338413.7,G100000001,6,N,대전신일중학교,,
사립,3,대전광역시 대덕구,대전광역시동부교육지원청,대전광역시교육청,G100000108,2001000,N,43136000,복식부기,예산세출,249347000,129007000,73640000,123142000,483108000,S060000274,2534888000,8325558.4,G100000001,6,N,신탄진중학교,중,3.0
사립,3,대전광역시 중구,대전광역시동부교육지원청,대전광역시교육청,G100000108,2005000,N,0,복식부기,예산세출,227602000,138259000,20540000,70468000,30082000,S060000275,1310000000,43876975.6,G100000001,6,N,청란여자중학교,,
사립,3,대전광역시 중구,대전광역시동부교육지원청,대전광역시교육청,G100000108,5053000,N,0,복식부기,예산세출,227361000,98310000,70880000,127359000,303088000,S060000280,2178334000,11446330.8,G100000001,6,N,호수돈여자중학교,,
사립,3,대전광역시 서구,대전광역시서부교육지원청,대전광역시교육청,G100000138,1769000,N,0,복식부기,예산세출,218413000,87480000,77714000,293385000,92559000,S060000456,3152200000,10990252.1,G100000001,6,N,대전대신중학교,,
사립,3,대전광역시 서구,대전광역시서부교육지원청,대전광역시교육청,G100000138,1500000,N,0,복식부기,예산세출,183922000,174436000,65160000,266496000,860416000,S060000468,1767358000,19995710.8,G100000001,6,N,대전삼육중학교,,
사립,3,대전광역시 서구,대전광역시서부교육지원청,대전광역시교육청,G100000138,10114000,N,0,복식부기,예산세출,237239000,82931000,25355000,158240000,506950000,S060000480,2562171000,11825082.5,G100000001,6,N,동방여자중학교,,
사립,3,대전광역시 유성구,대전광역시서부교육지원청,대전광역시교육청,G100000138,700000,N,0,복식부기,예산세출,297863000,64924000,36180000,110060000,545280000,S060000482,2366776000,10034554.3,G100000001,6,N,성덕중학교,중,3.0
