파일명,정부이전수입,기타이전수입,학부모부담수입,미사용,행정활동수입,기타,학교급
광주광역시교육청_사립_초등_예산_세입_2022.csv,1424270000,35000000,13601503000,0,71690000,204365000,초등
광주광역시교육청_사립_초등_예산_세입_2023.csv,1399025000,35000000,14219488000,0,81990000,194365000,초등
광주광역시교육청_사립_초등_예산_세입_2024.csv,1572275000,35000000,14812856000,0,82320000,200365000,초등
광주광역시교육청_사립_중등_예산_세입_2022.csv,102653431000,84935000,4091822000,0,185632000,120700000,중등
광주광역시교육청_사립_중등_예산_세입_2023.csv,99174324000,88860000,4013455000,0,327068000,91393000,중등
광주광역시교육청_사립_중등_예산_세입_2024.csv,108928997000,118547000,3827135000,0,424404000,153150000,중등
광주광역시교육청_사립_고등_예산_세입_2022.csv,241532389000,3784996000,22223555000,0,914550000,220753000,고등
광주광역시교육청_사립_고등_예산_세입_2023.csv,288192336000,4857367000,24393713000,0,1424430000,260403000,고등
광주광역시교육청_사립_고등_예산_세입_2024.csv,300322819000,5176497000,27429448000,0,2095486000,418198000,고등
초등_합계,4395570000,105000000,42633847000,0,236000000,599095000,초등
중등_합계,310756752000,292342000,11932412000,0,937104000,365243000,중등
고등_합계,830047544000,13818860000,74046716000,0,4434466000,899354000,고등
2022_합계,345610090000,3904931000,39916880000,0,1171872000,545818000,전체
2023_합계,388765685000,4981227000,42626656000,0,1833488000,546161000,전체
2024_합계,410824091000,5330044000,46069439000,0,2602210000,771713000,전체
