SCHUL_CRSE_SC_VALUE_NM,FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,SCHUL_CRSE_SC_VALUE,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,AMT8,PBAN_EXCP_YN,AMT7,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,YESAN_PER_HEAD,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,BNHH_YN,SCHUL_NM,PBAN_EXCP_RSN
,공립,3,울산광역시 울주군,,울산광역시강남교육지원청,울산광역시교육청,H100000041,28846750,N,44814000,미지정,결산세출,335756999,791742020,152810870,1138567130,985553810,S070000129,101803020,3764347.6,H100000001,7,N,남창중학교,
중,공립,3,울산광역시 남구,3.0,울산광역시강남교육지원청,울산광역시교육청,H100000041,17539000,N,10598000,복식부기,결산세출,259224000,507769490,88138570,771836040,802724180,S070000130,38890370,3516506.5,H100000001,7,N,대현중학교,
,공립,3,울산광역시 남구,,울산광역시강남교육지원청,울산광역시교육청,H100000041,24277050,N,27303500,미지정,결산세출,326459440,732814780,130655070,875295000,1032895060,S070000131,61627770,3751551.0,H100000001,7,N,동평중학교,
중,공립,3,울산광역시 울주군,3.0,울산광역시강남교육지원청,울산광역시교육청,H100000041,5585000,N,0,복식부기,결산세출,129559321,276252489,191297860,105935731,155715770,S070000132,20563590,18435620.0,H100000001,7,N,두광중학교,
,공립,3,울산광역시 울주군,,울산광역시강남교육지원청,울산광역시교육청,H100000041,13069000,N,0,복식부기,결산세출,264548370,560574290,134810540,718784660,789586560,S070000133,119816180,3515121.1,H100000001,7,N,범서중학교,
,공립,3,울산광역시 남구,,울산광역시강남교육지원청,울산광역시교육청,H100000041,8691000,N,0,미지정,결산세출,212693940,346795890,43968990,186357080,326147650,S070000134,31542260,7271678.1,H100000001,7,N,삼호중학교,
중,공립,3,울산광역시 울주군,3.0,울산광역시강남교육지원청,울산광역시교육청,H100000041,10233000,N,0,복식부기,결산세출,167334110,218837160,229464240,156612370,233183870,S070000135,63004120,8914618.8,H100000001,7,N,상북중학교,
,공립,3,울산광역시 울주군,,울산광역시강남교육지원청,울산광역시교육청,H100000041,50655210,N,0,복식부기,결산세출,202974510,538499640,357071660,422994320,916722170,S070000136,17867130,9987189.8,H100000001,7,N,서생중학교,
,공립,3,울산광역시 남구,,울산광역시강남교육지원청,울산광역시교육청,H100000041,3472000,N,193981450,복식부기,결산세출,285008440,442295930,61619580,411370975,408568460,S070000137,90508720,5765427.2,H100000001,7,N,신일중학교,
중,공립,3,울산광역시 남구,3.0,울산광역시강남교육지원청,울산광역시교육청,H100000041,15402000,N,0,미지정,결산세출,349706960,549340140,46077620,907653920,647503730,S070000138,55574390,3616397.7,H100000001,7,N,신정중학교,
중,공립,3,울산광역시 울주군,3.0,울산광역시강남교육지원청,울산광역시교육청,H100000041,10104000,N,39964800,복식부기,결산세출,247567295,249463970,91451465,662961910,606716310,S070000139,55990570,3770096.6,H100000001,7,N,신언중학교,
,공립,3,울산광역시 울주군,,울산광역시강남교육지원청,울산광역시교육청,H100000041,31946000,N,0,미지정,결산세출,215663550,556472900,132649730,484896940,575283960,S070000140,33974750,4483196.1,H100000001,7,N,언양중학교,
