파일명,인적자원_운용,학생복지_교육격차해소,기본적_교육활동,선택적_교육활동,교육활동_지원,학교_일반운영,학교_시설확충,학교_재무활동,1인당 평균 세출,학교급
전라남도교육청_사립_고등_예산_세출_2022.csv,3723691113.6363635,1018314204.5454545,156539636.36363637,126630500.0,92955727.27272727,363345340.90909094,56464250.0,5017681.818181818,15985672.345454546,고등
전라남도교육청_사립_고등_예산_세출_2023.csv,3624192750.0,1071964386.3636364,204959409.0909091,122701931.81818181,102051386.36363636,379575977.27272725,21140068.181818184,3425500.0,15975957.847727275,고등
전라남도교육청_사립_고등_예산_세출_2024.csv,3619712318.181818,1185212113.6363637,210306136.36363637,117507931.81818181,98321909.0909091,402714454.54545456,24210977.272727273,3351227.272727273,16455793.359090907,고등
전라남도교육청_사립_중등_예산_세출_2024.csv,1809845058.8235295,319971264.7058824,134158470.58823529,39845470.5882353,95300735.29411764,198474058.82352942,105838088.23529412,1840764.705882353,26363039.38529412,중등
전라남도교육청_사립_중등_예산_세출_2022.csv,1850092558.8235295,243038882.3529412,100470323.52941176,49270735.294117644,110365323.52941176,175945558.82352942,93107529.41176471,2907235.294117647,21250840.31764706,중등
전라남도교육청_사립_중등_예산_세출_2023.csv,1812430941.1764705,288820970.5882353,125871529.41176471,47831794.11764706,152119794.11764705,188273176.47058824,134603117.6470588,2096794.1176470588,24297863.67941176,중등
전라남도교육청_사립_초등_예산_세출_2022.csv,2559492000.0,553037333.3333334,144479000.0,273571000.0,114310000.0,231659333.33333334,14666666.666666666,1016666.6666666666,8798761.666666666,초등
전라남도교육청_사립_초등_예산_세출_2023.csv,2460031000.0,560671000.0,149589333.33333334,306625666.6666667,684376000.0,256038333.33333334,119199000.0,1016666.6666666666,11228152.066666668,초등
전라남도교육청_사립_초등_예산_세출_2024.csv,2459849666.6666665,666137333.3333334,192480333.33333334,296772000.0,335229333.3333333,267591000.0,161736333.33333334,1016666.6666666666,11579722.566666668,초등
고등_평균,3655865393.939394,1091830234.848485,190601727.27272728,122280121.2121212,97776340.90909092,381878590.90909094,33938431.81818182,3931469.6969696973,16139141.18409091,고등
중등_평균,1824122852.9411764,283943705.882353,120166774.50980394,45649333.333333336,119261950.98039216,187564264.70588234,111182911.7647059,2281598.0392156863,23970581.127450984,중등
초등_평균,2493124222.222222,593281888.888889,162182888.88888893,292322888.8888889,377971777.77777773,251762888.88888893,98534000.0,1016666.6666666666,10535545.433333335,초등
