FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,PBAN_EXCP_YN,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,BNHH_YN,SCHUL_NM,SCHUL_CRSE_SC_VALUE_NM,SCHUL_CRSE_SC_VALUE
사립,3,경상북도 경산시,경상북도경산교육지원청,경상북도교육청,R100000147,N,복식부기,결산세입,1009046885,30680625,0,113711280,25483000,S150001020,9404920010,R100000001,16,N,경산여자중학교,중,3.0
사립,3,경상북도 경산시,경상북도경산교육지원청,경상북도교육청,R100000147,N,복식부기,결산세입,14233131,8724326,0,134594010,5600000,S150001022,6674064370,R100000001,16,N,대구가톨릭대학교사범대학부속무학중학교,중,3.0
사립,3,경상북도 경산시,경상북도경산교육지원청,경상북도교육청,R100000147,N,미지정,결산세입,14641402,263840,0,13596200,2700000,S150001025,1373409710,R100000001,16,N,경산제일중학교,중,3.0
사립,3,경상북도 경산시,경상북도경산교육지원청,경상북도교육청,R100000147,N,미지정,결산세입,58958330,7911037,0,44681800,8300000,S150001028,4983557840,R100000001,16,N,진량중학교,중,3.0
사립,3,경상북도 경산시,경상북도경산교육지원청,경상북도교육청,R100000147,N,미지정,결산세입,5722699,5155608,0,210323250,5500000,S150001029,5047657670,R100000001,16,N,하양여자중학교,,
사립,3,경상북도 경주시,경상북도경주교육지원청,경상북도교육청,R100000168,N,미지정,결산세입,163316670,25938555,0,118331870,11798000,S150001124,4784668040,R100000001,16,N,경주중학교,중,3.0
사립,3,경상북도 경주시,경상북도경주교육지원청,경상북도교육청,R100000168,N,미지정,결산세입,9549801,24085189,0,98104970,4200000,S150001126,4410800280,R100000001,16,N,근화여자중학교,중,3.0
사립,3,경상북도 경주시,경상북도경주교육지원청,경상북도교육청,R100000168,N,복식부기,결산세입,6503303,10389232,0,14893050,993600,S150001128,1790384150,R100000001,16,N,무산중학교,,
사립,3,경상북도 경주시,경상북도경주교육지원청,경상북도교육청,R100000168,N,복식부기,결산세입,1902440,27032293,0,30384350,1500000,S150001129,4225133670,R100000001,16,N,문화중학교,중,3.0
사립,3,경상북도 경주시,경상북도경주교육지원청,경상북도교육청,R100000168,N,미지정,결산세입,67219702,4955017,0,194683770,11365000,S150001133,4024559570,R100000001,16,N,선덕여자중학교,중,3.0
사립,3,경상북도 경주시,경상북도경주교육지원청,경상북도교육청,R100000168,N,미지정,결산세입,4080240,7794895,0,35456420,2990000,S150001136,2960413310,R100000001,16,N,안강여자중학교,중,3.0
