SCHUL_CRSE_SC_VALUE_NM,FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,SCHUL_CRSE_SC_VALUE,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,PBAN_EXCP_YN,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,HS_KND_SC_NM,BNHH_YN,SCHUL_NM,PBAN_EXCP_RSN
고,사립,4,경상북도 구미시,4.0,경상북도교육청,경상북도교육청,R100000001,N,복식부기,결산세입,7932840,13191635,0,662429540,117615940,S150000718,9631524780,R100000001,16,일반고등학교,N,경구고등학교,
고,사립,4,경상북도 봉화군,4.0,경상북도교육청,경상북도교육청,R100000001,N,미지정,결산세입,38530135,4221402,0,307142900,1550000,S150000722,4038363970,R100000001,16,특성화고등학교,N,한국펫고등학교,
,사립,4,경상북도 경산시,,경상북도교육청,경상북도교육청,R100000001,N,미지정,결산세입,182239,38929392,0,671676060,1125404990,S150000726,14221147230,R100000001,16,일반고등학교,N,경산여자고등학교,
고,사립,4,경상북도 경산시,4.0,경상북도교육청,경상북도교육청,R100000001,N,복식부기,결산세입,131086250,28623601,0,180931080,58470364,S150000728,8219104830,R100000001,16,특성화고등학교,N,경산제일고등학교,
고,사립,4,경상북도 안동시,4.0,경상북도교육청,경상북도교육청,R100000001,N,미지정,결산세입,621002560,27201000,0,314442600,14140000,S150000730,5861920230,R100000001,16,일반고등학교,N,경안고등학교,
고,사립,4,경상북도 안동시,4.0,경상북도교육청,경상북도교육청,R100000001,N,미지정,결산세입,2475897655,73967054,0,196403380,13020000,S150000732,5741709100,R100000001,16,일반고등학교,N,경안여자고등학교,
고,사립,4,경상북도 안동시,4.0,경상북도교육청,경상북도교육청,R100000001,N,복식부기,결산세입,9871994,24762620,0,141639660,4784800,S150000733,5043592420,R100000001,16,일반고등학교,N,경일고등학교,
고,사립,4,경상북도 경주시,4.0,경상북도교육청,경상북도교육청,R100000001,N,복식부기,결산세입,55577944,40267114,0,982874350,399256540,S150000734,8861449010,R100000001,16,일반고등학교,N,경주고등학교,
고,사립,4,경상북도 경주시,4.0,경상북도교육청,경상북도교육청,R100000001,N,복식부기,결산세입,185730652,79921769,0,244356750,42317000,S150000740,11158064930,R100000001,16,특성화고등학교,N,경주여자정보고등학교,
고,사립,4,경상북도 경주시,4.0,경상북도교육청,경상북도교육청,R100000001,N,미지정,결산세입,104300177,176946197,0,417510340,353098070,S150000741,16335481240,R100000001,16,특성화고등학교,N,경주정보고등학교,
고,사립,4,경상북도 경주시,4.0,경상북도교육청,경상북도교육청,R100000001,N,복식부기,결산세입,643064045,16076742,0,190347950,138207000,S150000743,3310841900,R100000001,16,특성화고등학교,N,경주화랑고등학교,
고,사립,4,경상북도 경주시,4.0,경상북도교육청,경상북도교육청,R100000001,N,복식부기,결산세입,1360644,21126002,0,526875480,305630460,S150000764,8852665580,R100000001,16,일반고등학교,N,근화여자고등학교,
고,사립,4,경상북도 구미시,4.0,경상북도교육청,경상북도교육청,R100000001,N,미지정,결산세입,156257164,39790242,0,955570600,23064420,S150000770,9515349640,R100000001,16,일반고등학교,N,구미제일고등학교,
고,사립,4,경상북도 영천시,4.0,경상북도교육청,경상북도교육청,R100000001,N,복식부기,결산세입,421081276,59536624,0,100559520,198796160,S150000773,7106807650,R100000001,16,특성화고등학교,N,경북휴먼테크고등학교,
,사립,4,경상북도 안동시,,경상북도교육청,경상북도교육청,R100000001,N,복식부기,결산세입,2215718993,27947452,0,373782960,13288000,S150000776,8348178530,R100000001,16,일반고등학교,N,길원여자고등학교,
고,사립,4,경상북도 김천시,4.0,경상북도교육청,경상북도교육청,R100000001,N,복식부기,결산세입,5123045831,114750109,0,6672302030,1292404030,S150000777,3448095790,R100000001,16,자율고등학교,N,김천고등학교,
고,사립,4,경상북도 김천시,4.0,경상북도교육청,경상북도교육청,R100000001,N,복식부기,결산세입,164392253,35657166,0,758639180,9375000,S150000782,5463923360,R100000001,16,일반고등학교,N,김천예술고등학교,
,사립,4,경상북도 고령군,,경상북도교육청,경상북도교육청,R100000001,N,복식부기,결산세입,61939799,11628972,0,168786520,56700000,S150000790,5062400490,R100000001,16,일반고등학교,N,대가야고등학교,
고,사립,4,경상북도 경산시,4.0,경상북도교육청,경상북도교육청,R100000001,N,미지정,결산세입,609504509,58479502,0,976371750,464560220,S150000791,10787587860,R100000001,16,일반고등학교,N,대구가톨릭대학교사범대학부속무학고등학교,
