일자,제목,언론사,대분류,impact_score,c_score,media_diversity,frequency_score,similar_news_count,similar_indices
20230612,정순신 방지법 교육위 통과 학폭 피해자 지원 가해자 분리,세계일보,인적자원운용,0.6060676181444467,0.8875857055187225,0.25,0.5867777864565255,14,"[733, 734, 735, 736, 737, 738, 739, 740, 1092, 1093, 1631, 1632, 1633, 1634]"
20230601,학폭 피해자 지원 국가기관 만든다,문화일보,교육활동지원,0.5820038765347784,0.6195861768722534,0.5,0.613898019286257,16,"[564, 588, 589, 590, 591, 592, 593, 695, 696, 1062, 1335, 1336, 1337, 1338, 1354, 1355]"
20230616,3월부터 공정수능 지시 제대로 이행됐는지 평가원 감사,세계일보,교육활동지원,0.5790247119878942,0.7732274281978608,0.25,0.649112469029166,19,"[560, 1015, 1016, 1017, 1018, 1019, 1020, 1058, 1059, 1060, 1061, 1141, 1142, 1143, 1144, 1476, 1477, 1478, 1479]"
20230621,평등주의에 5년새 기초학력 미달 3배 평가 다시 강화 공교육 경쟁력 제고 방안,세계일보,교육활동지원,0.5714207081462046,0.7617236483097077,0.3333333333333333,0.5557708294077383,12,"[219, 220, 221, 465, 492, 493, 1097, 1098, 1121, 1122, 1529, 1530]"
20230611,경기도교육청 디지털 기반 교육혁신 이끈다,아시아투데이,교육활동지원,0.558523947935226,0.8049894320964814,0.25,0.5384272503221113,11,"[148, 149, 150, 151, 1149, 1150, 1186, 1187, 1188, 1189, 1190]"
20230620,교사의 학생 인성 훈계 근거 마련된다 시행령 개정,국민일보,인적자원운용,0.5487564583044869,0.7839625585079194,0.3333333333333333,0.45057144967106383,7,"[110, 130, 131, 230, 442, 443, 444]"
20230612,광주 올해 학교폭력 31 늘었다,서울신문,교육활동지원,0.5462794347726256,0.883629161119461,0.16666666666666666,0.4760925677494707,8,"[791, 792, 793, 794, 1307, 1308, 1309, 1310]"
20230621,2025년부터 수업 골라 듣는 고교학점제 고1 내신 절대평가 안 한다,서울신문,기본적교육활동,0.5453205284739633,0.8839731991291045,0.08333333333333333,0.5557708294077383,12,"[280, 281, 319, 320, 321, 322, 323, 1645, 1646, 1647, 1648, 1649]"
20230626,수업 혁신 통한 맞춤형 공교육 강화 기존 대책 재탕 비판도 교육부 사교육 경감대책 발표,세계일보,선택적교육활동,0.5429442403126978,0.7660401630401612,0.25,0.5384272503221113,11,"[922, 923, 1454, 1455, 1564, 1565, 1566, 1603, 1604, 1605, 1606]"
20230612,서울시립대 UOS 입학동행 프로그램 운영 취약층 고교생 1대1 상담,서울신문,교육활동지원,0.5386230993491036,0.883629161119461,0.16666666666666666,0.45057144967106383,7,"[566, 567, 568, 569, 785, 786, 787]"
