일자,제목,언론사,대분류,impact_score,c_score,media_diversity,frequency_score,similar_news_count,similar_indices
20220905,삼성 현대 계약학과 신설 교과전형 학생부 80 수시특집,세계일보,교육활동지원,0.682765106498243,0.7757947134971619,0.4166666666666667,0.8248240703312607,44,"[597, 598, 599, 600, 601, 602, 603, 604, 605, 606, 607, 608, 609, 610, 611, 612, 613, 614, 615, 616, 617, 618, 619, 661, 662, 663, 664, 665, 666, 667, 668, 1019, 1020, 1021, 1428, 1429, 1430, 1431, 1432, 1433, 1894, 1895, 1896, 1897]"
20220922,국가교육위 27일 지각 출범 정파 갈등 우려도,조선일보,학교일반운영,0.6558959710726082,0.8871565878391265,0.4166666666666667,0.5867777864565255,14,"[914, 915, 916, 917, 918, 919, 920, 982, 1491, 1855, 2311, 2312, 2313, 2564]"
20220905,힌남노 비상 서울 유 초 중등 6일 등교수업 전면 중단,아시아투데이,학교일반운영,0.6193179973042793,0.7753714787960053,0.4166666666666667,0.613898019286257,16,"[872, 873, 874, 875, 876, 987, 1034, 1035, 1036, 1037, 1115, 1116, 1271, 1272, 1273, 1274]"
20220906,대입 내비게이션 2023 수시 특집 학생부교과 전공개방모집 실시 논술전형은 수능 최저학력기준 완화,중앙일보,교육활동지원,0.6105911886240291,0.7707629787921906,0.25,0.757619990357176,32,"[1172, 1173, 1174, 1175, 1176, 1549, 1550, 1551, 1552, 2220, 2221, 2222, 2223, 2224, 2225, 2226, 2227, 2228, 2229, 2230, 2231, 2232, 2233, 2234, 2235, 2236, 2237, 2238, 2239, 2240, 2241, 2242]"
20220906,등교 확대하자 신체폭력 늘어 초중고 학폭 비율 9년새 최고,중앙일보,교육활동지원,0.5975468470041381,0.7707629787921906,0.25,0.714138851624206,26,"[1276, 1277, 2503, 2504, 2505, 2506, 2507, 2508, 2509, 2510, 2511, 2512, 2513, 2514, 2515, 2516, 2517, 2518, 2519, 2520, 2521, 2522, 2523, 2524, 2525, 2529]"
20220921,말썽피운 친구 때려라 동급생에 체벌 지시한 초등교사,세계일보,교육활동지원,0.5915426547655405,0.7887732970714569,0.3333333333333333,0.5867777864565255,14,"[408, 409, 410, 411, 412, 427, 531, 532, 839, 840, 841, 842, 843, 1848]"
20220906,정상 등교에 학교폭력도 증가 코로나19 이전보다 높아져,경향신문,교육활동지원,0.582814642594185,0.778165249824524,0.3333333333333333,0.5718284755479183,13,"[1089, 1090, 1276, 1277, 1387, 1388, 1389, 1390, 1391, 1392, 2529, 2613, 2614]"
20220906,대입 내비게이션 2023 수시 특집 지역균형전형에 교과종합평가 신설학생부종합 면접인원 3배수로 축소,중앙일보,교육활동지원,0.5793956724209403,0.7707629787921906,0.16666666666666666,0.7369682696802135,29,"[2119, 2120, 2121, 2122, 2123, 2124, 2125, 2126, 2127, 2128, 2129, 2130, 2131, 2132, 2133, 2134, 2135, 2136, 2137, 2138, 2139, 2140, 2141, 2667, 2668, 2669, 2670, 2671, 2672]"
20220906,대입 내비게이션 2023 수시 특집 학교장추천전형 학생부 교과 100 로 선발 수능 최저학력기준 적용,중앙일보,교육활동지원,0.5793956724209403,0.7707629787921906,0.16666666666666666,0.7369682696802135,29,"[752, 753, 754, 755, 756, 757, 758, 759, 760, 761, 762, 763, 764, 765, 766, 767, 768, 769, 770, 771, 772, 773, 774, 2627, 2628, 2629, 2630, 2631, 2632]"
20220905,서울 유 초 특수학교 6일 등교수업 전면 중단 제주 남부지방 원격수업 확대,한국일보,기본적교육활동,0.5588640196451486,0.7695767092704774,0.25,0.5867777864565255,14,"[515, 872, 873, 874, 875, 876, 1463, 1464, 1647, 1648, 1649, 1650, 1651, 1652]"
